node1,node2,123risksum
[-73.93599606  40.67612018],[-73.93322594  40.67596828],2.0
[-73.91481756  40.83599039],[-73.91372636  40.83711005],4.0
[-73.9160089   40.84097625],[-73.91529595  40.84196169],3.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],4.0
[-73.86114193  40.84728768],[-73.86080449  40.84633145],2.0
[-73.98672138  40.71595225],[-73.98753508  40.71619665],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],4.0
[-73.91859196  40.83898209],[-73.91691788  40.8383352 ],4.0
[-73.95115829  40.68047861],[-73.94955689  40.6803904 ],3.0
[-74.00313982  40.73146487],[-74.0042235   40.73112755],3.0
[-73.96317897  40.64998569],[-73.96307464  40.64943955],2.0
[-73.87043516  40.73358731],[-73.87273501  40.73423296],3.0
[-73.83583894  40.72253398],[-73.83751134  40.72549947],1.0
[-73.93797507  40.84771066],[-73.93767237  40.84839273],2.0
[-73.920049    40.66408892],[-73.92044366  40.66562629],5.0
[-73.95066545  40.6431274 ],[-73.95165167  40.64306597],1.0
[-73.91087449  40.76078774],[-73.91228635  40.75906579],1.0
[-73.89086623  40.84724163],[-73.88996487  40.84679237],2.0
[-73.86317515  40.75977753],[-73.86228143  40.75987141],3.0
[-73.9266669  40.8280293],[-73.92592785  40.82781155],2.0
[-73.99603079  40.72018074],[-73.99647817  40.71904822],3.0
[-74.02137456  40.6325786 ],[-74.02101222  40.63346838],2.0
[-73.92264228  40.82696574],[-73.92270839  40.82685334],2.0
[-73.9105817   40.85018159],[-73.90921546  40.85180094],1.0
[-73.95087991  40.81839443],[-73.94973165  40.817923  ],2.0
[-73.90774166  40.82381508],[-73.90674698  40.82358109],3.0
[-73.93504573  40.73756777],[-73.93205456  40.73705735],3.0
[-73.87159658  40.87864614],[-73.87254501  40.87874573],2.0
[-73.96432557  40.64569619],[-73.96408758  40.64440642],1.0
[-73.99280341  40.74291002],[-73.98957566  40.74154808],2.0
[-73.96968707  40.79630292],[-73.96895577  40.79598851],3.0
[-73.91556201  40.69492212],[-73.91631326  40.69535125],3.0
[-73.82963621  40.75854978],[-73.8279797   40.75763012],3.0
[-73.76561573  40.67477902],[-73.76380287  40.67378437],1.0
[-74.0040566   40.70743678],[-74.00500225  40.70685252],3.0
[-73.83013475  40.88179997],[-73.83411782  40.87798029],3.0
[-73.89071354  40.83240944],[-73.89174963  40.83062133],3.0
[-73.81293795  40.74778246],[-73.81477153  40.74668237],1.0
[-74.16387858  40.55545429],[-74.16433771  40.55759098],1.0
[-73.92883355  40.69718546],[-73.93034849  40.69625365],2.0
[-73.86622271  40.87731564],[-73.86550494  40.8770866 ],2.0
[-73.89683646  40.67567564],[-73.8968668   40.67579478],2.0
[-73.87130258  40.67285839],[-73.87092539  40.67132686],2.0
[-73.9266669  40.8280293],[-73.92592785  40.82781155],3.0
[-73.95892527  40.65121155],[-73.9587079   40.65038727],3.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],2.0
[-73.94522699  40.79682013],[-73.94670031  40.79745054],2.0
[-73.93839518  40.80566747],[-73.93692775  40.80504641],4.0
[-73.9024617   40.74767815],[-73.90267737  40.74719041],2.0
[-73.8760118   40.87900659],[-73.8771459   40.87916398],3.0
[-73.92728493  40.8321449 ],[-73.92614507  40.83362896],4.0
[-73.94456751  40.70502058],[-73.94285014  40.70518203],3.0
[-73.87043516  40.73358731],[-73.87273501  40.73423296],2.0
[-73.8758956   40.67743072],[-73.87609876  40.67824775],6.0
[-73.8758956   40.67743072],[-73.87609876  40.67824775],6.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-73.75426212  40.59731629],[-73.75399593  40.59521819],2.0
[-73.98905157  40.73072306],[-73.9886129   40.73132258],1.0
[-73.96042891  40.7687839 ],[-73.95886195  40.76811991],2.0
[-73.92314168  40.81173275],[-73.92148593  40.81103424],3.0
[-73.89912145  40.82569692],[-73.9005054   40.82600762],4.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],3.0
[-74.10617237  40.56229633],[-74.10690692  40.56266705],1.0
[-73.94976875  40.65264232],[-73.95266314  40.65248936],3.0
[-73.87182551  40.83452514],[-73.87212462  40.83585814],2.0
[-73.90793653  40.67812078],[-73.90763881  40.67840717],3.0
[-73.887948   40.8334467],[-73.88696214  40.83509568],2.0
[-74.16118746  40.60883559],[-74.16242019  40.60718927],2.0
[-73.74988522  40.70426985],[-73.7498049   40.70429072],3.0
[-73.91494384  40.63700659],[-73.91327777  40.63550839],3.0
[-73.91385002  40.67491055],[-73.91377685  40.67568676],3.0
[-73.88717677  40.65245535],[-73.8879946   40.65210247],1.0
[-73.84896176  40.81713524],[-73.84858852  40.81676444],2.0
[-73.9833951   40.71857021],[-73.9828036  40.719723 ],1.0
[-73.93507537  40.84748977],[-73.9349852   40.84760923],3.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],3.0
[-73.81304824  40.58733758],[-73.81215722  40.5874451 ],2.0
[-73.93522264  40.69698654],[-73.93600679  40.6974054 ],2.0
[-73.90991778  40.8258489 ],[-73.90821188  40.82531366],3.0
[-73.89031031  40.68000875],[-73.88987439  40.67830215],2.0
[-73.97698571  40.75015696],[-73.97653485  40.75077551],2.0
[-73.92613664  40.83505132],[-73.92516675  40.83630572],4.0
[-73.98582082  40.75725747],[-73.98610666  40.75656073],2.0
[-73.85553996  40.87301269],[-73.85554909  40.87181317],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.95291029  40.82169695],[-73.95210583  40.8221734 ],2.0
[-73.8620265  40.835559 ],[-73.86185454  40.8345225 ],2.0
[-73.92157912  40.84029806],[-73.922388    40.84042622],2.0
[-73.91770109  40.68550036],[-73.91784937  40.68623317],2.0
[-73.93983706  40.70765369],[-73.93995807  40.7083898 ],3.0
[-73.90311781  40.72162803],[-73.90249737  40.71940716],3.0
[-74.01001404  40.62816137],[-74.00783442  40.6268084 ],5.0
[-74.01001404  40.62816137],[-74.00783442  40.6268084 ],5.0
[-74.18057734  40.56137029],[-74.18253243  40.56118065],1.0
[-73.97838863  40.68442334],[-73.97745722  40.68405229],3.0
[-73.8911233   40.72748174],[-73.89177789  40.72718981],5.0
[-73.92538978  40.70281007],[-73.92613941  40.70323937],2.0
[-73.92491804  40.83836092],[-73.92370698  40.83820143],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],1.0
[-73.93353706  40.61957168],[-73.93418058  40.62011911],3.0
[-73.95505717  40.71432558],[-73.95636862  40.71514467],2.0
[-73.98672138  40.71595225],[-73.98753508  40.71619665],2.0
[-73.93814395  40.67544142],[-73.9388415   40.67549215],2.0
[-73.94472265  40.78324757],[-73.94422335  40.78393331],2.0
[-73.99027621  40.75656757],[-73.99072636  40.75595041],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.94193737  40.78706467],[-73.94238066  40.78642599],3.0
[-74.1382854   40.63501508],[-74.13735996  40.63499614],3.0
[-73.88946225  40.67669282],[-73.88915132  40.67549581],4.0
[-73.99051504  40.74604032],[-73.99335902  40.74723522],2.0
[-73.90976166  40.85718261],[-73.91041222  40.85572837],2.0
[-73.94360104  40.68177439],[-73.94374461  40.68250758],4.0
[-73.90233038  40.82466651],[-73.90402481  40.8250726 ],3.0
[-73.79274427  40.59720945],[-73.79126815  40.59728394],2.0
[-73.99865587  40.59726856],[-73.99937596  40.59781083],1.0
[-73.9562589   40.81338943],[-73.9571693   40.81440312],2.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],4.0
[-73.90532656  40.8154705 ],[-73.90509261  40.81682944],5.0
[-73.95324967  40.67022489],[-73.95318618  40.67089804],3.0
[-73.95324967  40.67022489],[-73.95318618  40.67089804],3.0
[-73.84330316  40.84050481],[-73.84331452  40.84099737],2.0
[-73.89967156  40.85566891],[-73.90025835  40.85429342],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.86732227  40.65174539],[-73.86983547  40.65036333],2.0
[-73.94339749  40.85145295],[-73.93297058  40.86601685],2.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],2.0
[-73.84278817  40.89309485],[-73.8419206   40.89328577],3.0
[-73.94672677  40.68291393],[-73.94658058  40.68218066],4.0
[-74.1382854   40.63501508],[-74.13735996  40.63499614],3.0
[-73.94426448  40.71379533],[-73.94258294  40.71395549],2.0
[-73.87184096  40.74890558],[-73.87135649  40.74895695],1.0
[-74.00112917  40.7416681 ],[-74.00155531  40.74108003],3.0
[-74.10231607  40.57794425],[-74.10356455  40.5785976 ],2.0
[-74.10231607  40.57794425],[-74.10356455  40.5785976 ],2.0
[-73.80536741  40.81804188],[-73.80879829  40.81888737],1.0
[-73.89950413  40.70008239],[-73.89879538  40.69966163],3.0
[-73.98408213  40.73754552],[-73.981841    40.73660268],2.0
[-73.80703381  40.76572842],[-73.80733474  40.76349762],1.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],3.0
[-73.88429416  40.79284754],[-73.88448906  40.79114247],4.0
[-73.88429416  40.79284754],[-73.88448906  40.79114247],4.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],4.0
[-73.94512944  40.66777139],[-73.94789836  40.66792147],5.0
[-73.94512944  40.66777139],[-73.94789836  40.66792147],5.0
[-73.7977037   40.70432691],[-73.797006    40.70461026],2.0
[-73.86917477  40.73413586],[-73.86685057  40.73482082],2.0
[-73.84687327  40.72762043],[-73.84721211  40.72828867],3.0
[-74.0217371   40.63168788],[-74.02202375  40.63098802],2.0
[-73.90962375  40.63787133],[-73.90778465  40.63621947],3.0
[-73.892495    40.63767615],[-73.890677    40.63604471],1.0
[-73.89150523  40.74723844],[-73.89143129  40.74684474],1.0
[-73.98573842  40.72697456],[-73.98353501  40.72605278],2.0
[-74.00117793  40.63321029],[-74.00338868  40.63453836],2.0
[-73.80020147  40.70334129],[-73.80111007  40.70484755],1.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],3.0
[-73.97761642  40.63315364],[-73.97802159  40.6355527 ],2.0
[-73.76701442  40.70526813],[-73.76679156  40.70400853],1.0
[-74.00117793  40.63321029],[-74.00338868  40.63453836],2.0
[-73.9273935   40.66507472],[-73.92637971  40.66551489],2.0
[-74.08816142  40.63916244],[-74.08798425  40.64026343],2.0
[-73.91181211  40.81388331],[-73.91094779  40.81362092],5.0
[-73.94484501  40.82154975],[-73.94384276  40.8236478 ],3.0
[-73.84456942  40.90203724],[-73.8434571   40.89982407],3.0
[-73.91550034  40.68576152],[-73.91770109  40.68550036],2.0
[-73.82433102  40.77674307],[-73.82454835  40.77525806],3.0
[-73.87971817  40.86954651],[-73.88027193  40.86924969],1.0
[-73.91518091  40.82167009],[-73.91355331  40.82116886],4.0
[-73.98633135  40.69105051],[-73.98536392  40.69066661],3.0
[-74.13174509  40.61655766],[-74.13203414  40.61548291],3.0
[-74.15477451  40.63679475],[-74.15693838  40.63683742],1.0
[-73.90369122  40.85870909],[-73.90351838  40.85900307],8.0
[-73.86546575  40.90124444],[-73.86279851  40.90153552],1.0
[-73.94484416  40.69587911],[-73.94352527  40.69603085],2.0
[-74.004253    40.71016624],[-74.00397461  40.71039318],2.0
[-73.94311322  40.81593499],[-73.9436193   40.81527268],3.0
[-73.77234803  40.68531401],[-73.77309096  40.68584998],1.0
[-73.74365178  40.69622416],[-73.74335029  40.69714324],2.0
[-73.90001148  40.85252067],[-73.90061332  40.8505171 ],8.0
[-73.8643742   40.82547461],[-73.86120691  40.82608779],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.9468728   40.68364622],[-73.94672677  40.68291393],3.0
[-73.90059588  40.71269739],[-73.89935504  40.71264701],3.0
[-73.98685346  40.6190133 ],[-73.98465158  40.61768416],2.0
[-73.8215952   40.86844664],[-73.82156892  40.86847347],2.0
[-74.00184497  40.59423667],[-74.00027872  40.59570267],2.0
[-73.99458828  40.59254861],[-73.99370756  40.59296776],3.0
[-74.07695605  40.62016056],[-74.07785568  40.62119709],3.0
[-73.93233709  40.84873502],[-73.9308843   40.84811894],2.0
[-73.81930135  40.76460466],[-73.82302513  40.76366634],3.0
[-73.92467729  40.86149664],[-73.92472276  40.86156249],2.0
[-73.91066823  40.63435478],[-73.90885032  40.63272206],1.0
[-73.88722285  40.68245303],[-73.88630333  40.68258892],1.0
[-73.92792888  40.67310556],[-73.92801318  40.67220921],1.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.91455191  40.84460743],[-73.91474419  40.8443425 ],2.0
[-73.88107821  40.67146797],[-73.88193925  40.6713407 ],2.0
[-73.7409186   40.67014232],[-73.74193324  40.66852425],2.0
[-73.87647756  40.73890366],[-73.87743058  40.73860052],2.0
[-73.98362158  40.74972377],[-73.98407636  40.74910212],3.0
[-73.91954495  40.81655511],[-73.92275882  40.81738829],2.0
[-74.08277224  40.62358798],[-74.08118745  40.62409154],2.0
[-73.80830599  40.72467615],[-73.80843599  40.72535637],2.0
[-73.8090261   40.71986279],[-73.80861284  40.7184456 ],1.0
[-73.97899862  40.72810575],[-73.98132471  40.72908576],11.0
[-73.83270118  40.57900992],[-73.83372684  40.58079279],1.0
[-73.90447464  40.85934159],[-73.90532952  40.85964366],8.0
[-73.95034046  40.82890148],[-73.95005898  40.82959198],2.0
[-73.98494551  40.73234967],[-73.98444066  40.73303326],2.0
[-73.89332277  40.81787788],[-73.89411638  40.81834723],1.0
[-73.87513874  40.75663382],[-73.87606788  40.75653623],2.0
[-73.94123879  40.80181702],[-73.93974668  40.80118543],2.0
[-73.97853583  40.72874609],[-73.97724601  40.72820882],2.0
[-73.91518091  40.82167009],[-73.91355331  40.82116886],4.0
[-73.96932031  40.74951697],[-73.96890797  40.75011244],1.0
[-73.98734787  40.69145767],[-73.98729895  40.69223408],2.0
[-73.92275882  40.81738829],[-73.923093    40.81669773],2.0
[-73.887938    40.67438426],[-73.88761292  40.67311718],2.0
[-73.9831033   40.71718085],[-73.98399542  40.71741442],2.0
[-73.99436069  40.71230834],[-73.9969473   40.71207169],11.0
[-73.8301396   40.75957045],[-73.8298416   40.75896228],3.0
[-73.96239569  40.80990496],[-73.96284779  40.80927943],3.0
[-73.99944838  40.7173298 ],[-73.99993098  40.71654391],11.0
[-73.98355674  40.74391629],[-73.98311263  40.74453438],3.0
[-73.9900622   40.67607209],[-73.98800399  40.67507708],3.0
[-73.87365526  40.75367192],[-73.87387016  40.75485526],2.0
[-73.99442628  40.71696596],[-73.99382786  40.71814448],11.0
[-73.93640153  40.75267193],[-73.93523975  40.75393059],3.0
[-73.86341189  40.86885372],[-73.86344496  40.86782165],2.0
[-73.99007403  40.5760415 ],[-73.98968698  40.57400455],2.0
[-73.93462115  40.61044196],[-73.93533195  40.60997407],2.0
[-73.98496214  40.6243231 ],[-73.98714018  40.62563638],2.0
[-73.89178408  40.84573541],[-73.89112403  40.84541001],3.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],2.0
[-73.98633135  40.69105051],[-73.98536392  40.69066661],3.0
[-73.95116549  40.81017289],[-73.95259126  40.81076533],2.0
[-73.89071354  40.83240944],[-73.89174963  40.83062133],2.0
[-73.98107031  40.66749813],[-73.9815818   40.66688833],3.0
[-73.98408213  40.73754552],[-73.981841    40.73660268],2.0
[-73.7977037   40.70432691],[-73.797006    40.70461026],7.0
[-73.96043373  40.71952094],[-73.95900821  40.71863644],3.0
[-73.88524099  40.74965115],[-73.88485539  40.74753481],2.0
[-73.97603287  40.72369147],[-73.97559323  40.72428353],3.0
[-73.83395873  40.75718344],[-73.8340737  40.7575568],2.0
[-73.99277259  40.57319823],[-73.99382751  40.5730129 ],1.0
[-73.90753953  40.66436489],[-73.90930543  40.66409758],2.0
[-73.85531221  40.82319243],[-73.85844443  40.82277445],2.0
[-73.91473217  40.64810117],[-73.9155003   40.64760485],2.0
[-73.94020613  40.80055706],[-73.94169947  40.8011866 ],4.0
[-73.98289143  40.68296538],[-73.98437411  40.68354245],2.0
[-73.90367499  40.70040906],[-73.90249032  40.70048417],2.0
[-73.94386765  40.8352669 ],[-73.9411182   40.83411376],1.0
[-73.75933647  40.6593217 ],[-73.7583822   40.65924767],1.0
[-73.94335719  40.8259548 ],[-73.9428954   40.82658021],2.0
[-74.02059937  40.62727661],[-74.02089492  40.62654299],2.0
[-73.92548635  40.8417708 ],[-73.92484861  40.84149544],2.0
[-73.91489184  40.84731092],[-73.9162238  40.8475589],2.0
[-73.9451683   40.79089401],[-73.94467602  40.79156954],4.0
[-73.91545094  40.65570002],[-73.91726963  40.65733324],2.0
[-73.98443216  40.69029217],[-73.98510412  40.69056115],2.0
[-73.85524863  40.89725146],[-73.85429883  40.89844965],3.0
[-73.91260206  40.66940466],[-73.91308575  40.67131023],3.0
[-73.95526485  40.58786155],[-73.95434109  40.58796717],2.0
[-73.92063026  40.81311129],[-73.92011935  40.81289384],3.0
[-73.9451683   40.79089401],[-73.94467602  40.79156954],4.0
[-73.93862673  40.80153785],[-73.937686    40.80114092],2.0
[-73.94310026  40.79924985],[-73.94161923  40.79862364],4.0
[-73.94882063  40.61147765],[-73.94841355  40.60933301],1.0
[-73.90778465  40.63621947],[-73.90852673  40.63573945],3.0
[-73.98407034  40.69014308],[-73.98469661  40.68922772],2.0
[-73.80020147  40.70334129],[-73.79914937  40.70375151],7.0
[-73.8879156   40.71580643],[-73.8884414   40.71643666],2.0
[-73.95321867  40.65766092],[-73.95330908  40.65851398],3.0
[-73.79854695  40.70398953],[-73.79796141  40.70422378],7.0
[-73.85557714  40.69272482],[-73.85467866  40.69283059],2.0
[-73.89549904  40.7277885 ],[-73.89541204  40.72677051],2.0
[-73.7684119   40.60936039],[-73.76975223  40.61019731],3.0
[-73.98640437  40.75580803],[-73.98411755  40.75484205],2.0
[-73.94754497  40.64100548],[-73.94851469  40.64094537],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],1.0
[-73.93777473  40.79700275],[-73.94002175  40.7979464 ],4.0
[-73.93777473  40.79700275],[-73.94002175  40.7979464 ],4.0
[-73.95291029  40.82169695],[-73.95210583  40.8221734 ],2.0
[-73.9266669  40.8280293],[-73.92592785  40.82781155],2.0
[-73.93778228  40.82850032],[-73.93726797  40.8291628 ],4.0
[-73.93778228  40.82850032],[-73.93726797  40.8291628 ],4.0
[-73.83395873  40.75718344],[-73.8340737  40.7575568],2.0
[-73.99340073  40.71535475],[-73.99259916  40.71511311],2.0
[-73.91545094  40.65570002],[-73.91726963  40.65733324],2.0
[-73.91256833  40.70035835],[-73.91360571  40.69930062],2.0
[-73.98629157  40.64062495],[-73.98408782  40.63929771],2.0
[-73.88289109  40.8788269 ],[-73.88185017  40.87701223],3.0
[-73.762486    40.67419498],[-73.75967196  40.67270091],1.0
[-73.90187803  40.8317069 ],[-73.90056495  40.83361604],2.0
[-73.91966363  40.81351188],[-73.91920039  40.8141439 ],2.0
[-73.99800822  40.7459513 ],[-73.99848652  40.74529416],4.0
[-73.92318216  40.66522602],[-73.9228786  40.6649521],3.0
[-73.93090355  40.65661036],[-73.93076712  40.65533561],3.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-73.96078296  40.65445738],[-73.96042287  40.65255632],1.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],1.0
[-73.94590469  40.65285465],[-73.94570606  40.65100678],1.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],2.0
[-74.00027518  40.7428388 ],[-73.99984824  40.74342502],4.0
[-73.86057013  40.83064572],[-73.86088515  40.83134428],2.0
[-74.01296134  40.70777032],[-74.01214433  40.70899265],2.0
[-73.91938597  40.82587813],[-73.91846133  40.82557692],2.0
[-73.94700695  40.81093395],[-73.94746184  40.8103153 ],5.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],3.0
[-73.98408213  40.73754552],[-73.981841    40.73660268],2.0
[-73.94509416  40.65743234],[-73.94517151  40.65818668],2.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],2.0
[-73.90907452  40.81323307],[-73.90940372  40.81231436],5.0
[-73.96243278  40.75898065],[-73.96292449  40.75830899],2.0
[-73.93252206  40.68529782],[-73.92959058  40.68563505],2.0
[-73.95116549  40.81017289],[-73.95259126  40.81076533],5.0
[-74.09284039  40.63947235],[-74.09328783  40.63939801],2.0
[-73.91212029  40.74729475],[-73.90967479  40.74686015],2.0
[-73.89005568  40.6753574 ],[-73.88974236  40.67411655],3.0
[-73.81811519  40.76759703],[-73.81820809  40.76901471],1.0
[-73.84379361  40.85713705],[-73.84394384  40.85615502],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.94960457  40.8019915 ],[-73.94910792  40.80266613],2.0
[-73.95892527  40.65121155],[-73.9587079   40.65038727],2.0
[-74.00771093  40.67462543],[-74.00600547  40.674146  ],3.0
[-73.95115829  40.68047861],[-73.94955689  40.6803904 ],2.0
[-73.91154761  40.70834586],[-73.91269356  40.70722253],3.0
[-73.87043516  40.73358731],[-73.87273501  40.73423296],2.0
[-73.85705035  40.71619352],[-73.8555903   40.71566101],2.0
[-73.94232279  40.81223126],[-73.94500097  40.81334498],2.0
[-73.94478719  40.74840082],[-73.94710725  40.7488506 ],3.0
[-73.80140227  40.75852698],[-73.80172389  40.75617911],1.0
[-73.99484364  40.75029331],[-73.99200553  40.74910144],3.0
[-73.82406399  40.69326551],[-73.82347677  40.69206242],1.0
[-73.95683911  40.6386494 ],[-73.95712506  40.64016899],3.0
[-73.79638163  40.71789654],[-73.79142943  40.71926213],2.0
[-74.0826292   40.62442223],[-74.08277224  40.62358798],2.0
