node1,node2,123risksum
[-73.9938138   40.73273072],[-73.99145971  40.73173816],4.0
[-73.9085668   40.84373334],[-73.90862495  40.84301716],2.0
[-73.86776945  40.85241344],[-73.8667578   40.85239266],3.0
[-73.91922815  40.67688919],[-73.92011378  40.67693292],2.0
[-73.91880433  40.80826172],[-73.92239945  40.80978051],3.0
[-73.85260256  40.6675905 ],[-73.85167357  40.66772382],1.0
[-74.09832015  40.57073153],[-74.09734302  40.57176653],2.0
[-73.99591437  40.73284718],[-73.99918595  40.73413858],3.0
[-73.81055267  40.66633329],[-73.80861288  40.66625967],2.0
[-73.98350982  40.68992217],[-73.98340278  40.69208694],3.0
[-73.94563352  40.79025311],[-73.94722941  40.79093948],3.0
[-73.96339166  40.71676539],[-73.96472636  40.71751981],1.0
[-73.93819901  40.59629283],[-73.94101897  40.59592089],3.0
[-73.77418415  40.68323792],[-73.77299539  40.68120882],3.0
[-73.89882815  40.64200524],[-73.89701135  40.64037456],1.0
[-73.9398355  40.8153717],[-73.93997328  40.81542979],2.0
[-73.97736135  40.68691864],[-73.97749778  40.68753511],2.0
[-73.92157136  40.80434518],[-73.92238751  40.80469539],2.0
[-73.87388542  40.75493959],[-73.87387016  40.75485526],3.0
[-74.06316237  40.6155979 ],[-74.06613391  40.61408888],3.0
[-73.85390143  40.73242716],[-73.85358841  40.73175437],2.0
[-73.80845754  40.66064231],[-73.80647434  40.66385258],3.0
[-73.90776406  40.81139943],[-73.90821799  40.81014067],5.0
[-73.93190744  40.65653765],[-73.93284657  40.65647848],2.0
[-73.87580154  40.82640172],[-73.87640135  40.82897729],2.0
[-74.00236551  40.57231749],[-74.00254829  40.57332704],3.0
[-73.90802213  40.87828798],[-73.90719435  40.87745752],3.0
[-73.91169121  40.68812527],[-73.91024374  40.6896008 ],3.0
[-73.94023121  40.71709143],[-73.94033001  40.71778677],2.0
[-73.92996413  40.69824993],[-73.92779683  40.69958512],5.0
[-73.78858168  40.71233185],[-73.78710124  40.71283997],3.0
[-73.94077967  40.8024443 ],[-73.94031401  40.80307066],4.0
[-74.07789895  40.64158515],[-74.07693911  40.63778161],2.0
[-73.93761715  40.81274036],[-73.93901753  40.81085656],3.0
[-73.93522264  40.69698654],[-73.93600679  40.6974054 ],1.0
[-73.91545028  40.69026392],[-73.91689896  40.68878958],3.0
[-73.94849219  40.81075017],[-73.94746184  40.8103153 ],3.0
[-73.88166172  40.84459405],[-73.88107096  40.84539227],3.0
[-73.95746267  40.67527547],[-73.95975807  40.67575601],2.0
[-74.09556862  40.64342239],[-74.09243688  40.64408248],2.0
[-73.96313778  40.6745725 ],[-73.96661255  40.67530181],3.0
[-73.81171902  40.78324684],[-73.81390781  40.78342044],3.0
[-73.97513406  40.75848715],[-73.97559124  40.75785966],3.0
[-73.86023401  40.74700959],[-73.85990055  40.74638752],4.0
[-73.91930863  40.83812632],[-73.91969685  40.8378738 ],2.0
[-73.94771178  40.66991227],[-73.94764756  40.67059698],1.0
[-74.15393661  40.58138496],[-74.15335853  40.58105551],2.0
[-73.98104956  40.57480337],[-73.98121813  40.57556893],3.0
[-73.7285427   40.67022536],[-73.7295319   40.67053444],2.0
[-73.920049    40.66408892],[-73.92044366  40.66562629],5.0
[-73.94135329  40.80186595],[-73.94149106  40.80192288],4.0
[-73.95727249  40.69069348],[-73.95768095  40.69277874],3.0
[-73.98768321  40.73260371],[-73.9871805   40.73329215],4.0
[-73.9872282   40.73887098],[-73.98767543  40.73828671],2.0
[-73.89478765  40.85108167],[-73.89407259  40.85071319],3.0
[-73.98131181  40.74135092],[-73.97907686  40.74039375],2.0
[-73.8911233   40.72748174],[-73.89177789  40.72718981],5.0
[-74.1382854   40.63501508],[-74.13735996  40.63499614],1.0
[-73.95925196  40.70890387],[-73.95979664  40.70906373],2.0
[-73.9485403   40.82148762],[-73.95087991  40.81839443],2.0
[-74.15000628  40.62243495],[-74.14898867  40.62419007],2.0
[-74.06831811  40.59278577],[-74.06814585  40.59245576],2.0
[-73.88745688  40.85962553],[-73.88888652  40.86038039],1.0
[-73.92265     40.60980699],[-73.92447121  40.61139235],2.0
[-73.88949743  40.6768291 ],[-73.88987439  40.67830215],4.0
[-73.97834701  40.68787174],[-73.97928543  40.68825405],3.0
[-73.91891842  40.81798023],[-73.92212283  40.81879591],1.0
[-73.82505048  40.68602792],[-73.82417328  40.68623406],3.0
[-73.95630035  40.65504828],[-73.95969666  40.65483921],1.0
[-73.86546575  40.90124444],[-73.86279851  40.90153552],3.0
[-73.98710413  40.69602358],[-73.98716133  40.6949617 ],2.0
[-73.97941611  40.71866549],[-73.97907453  40.71931815],11.0
[-73.98729806  40.7446815 ],[-73.98872906  40.74528637],2.0
[-73.920263    40.77764614],[-73.91964821  40.77814819],2.0
[-74.02202375  40.63098802],[-74.02452014  40.63216736],3.0
[-73.93393676  40.74287418],[-73.93430664  40.74102903],1.0
[-73.89778962  40.87085664],[-73.89891854  40.86965857],1.0
[-73.95146466  40.68986334],[-73.95161156  40.6905967 ],2.0
[-74.00517731  40.75140587],[-74.00562918  40.75078719],2.0
[-73.986169    40.69492406],[-73.98514306  40.69488514],2.0
[-73.86679794  40.86133813],[-73.86643629  40.86216435],3.0
[-73.88595072  40.88050741],[-73.88706963  40.8824769 ],3.0
[-73.76732392  40.75980433],[-73.76751994  40.76049169],2.0
[-73.94404436  40.62220734],[-73.94497031  40.62210451],3.0
[-73.94659345  40.72515791],[-73.9453567   40.72296577],3.0
[-73.98212306  40.67865   ],[-73.97959807  40.67768   ],2.0
[-73.99600132  40.61711187],[-73.99541755  40.61767239],2.0
[-73.85048133  40.6942298 ],[-73.85104849  40.69406674],1.0
[-73.94453995  40.62986656],[-73.94480816  40.63012717],2.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],5.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],5.0
[-73.8800752   40.83467196],[-73.88115182  40.83504363],3.0
[-73.86007156  40.7383729 ],[-73.86072916  40.73963603],2.0
[-73.90667485  40.67289104],[-73.90635682  40.67165143],3.0
[-73.86306387  40.68847149],[-73.86321753  40.68914548],2.0
[-73.98070143  40.68532363],[-73.97838863  40.68442334],2.0
[-73.98629157  40.64062495],[-73.98408782  40.63929771],2.0
[-73.93748377  40.69521843],[-73.94041186  40.6948809 ],2.0
[-73.8811036   40.75817085],[-73.88017491  40.7582691 ],2.0
[-73.92177783  40.84437866],[-73.92098735  40.84406432],5.0
[-73.99684296  40.72534784],[-73.99778509  40.72423489],2.0
[-73.97873445  40.65478063],[-73.98089252  40.65614782],2.0
[-73.95111102  40.79428503],[-73.95160265  40.79360781],3.0
[-73.94766301  40.5951887 ],[-73.94726454  40.59307224],1.0
[-73.9463557   40.80643391],[-73.94478208  40.80576126],3.0
[-73.93099664  40.86680995],[-73.92998962  40.86779241],2.0
[-73.86902637  40.69098715],[-73.86835098  40.68815061],2.0
[-73.90277986  40.85838996],[-73.90163307  40.86026598],3.0
[-73.91451906  40.67772433],[-73.91358499  40.67767239],2.0
[-73.92172613  40.86849674],[-73.92362922  40.86781531],3.0
[-73.8992717   40.85224936],[-73.89863544  40.85390697],3.0
[-73.97285106  40.57659786],[-73.97302844  40.57605005],3.0
[-73.82211126  40.75716697],[-73.82317489  40.75819151],2.0
[-73.87088409  40.85889518],[-73.87057938  40.86140455],2.0
[-73.88290767  40.67512935],[-73.88258459  40.67386188],4.0
[-73.84562647  40.75462569],[-73.84324381  40.7553368 ],2.0
[-73.8147911   40.76236124],[-73.81439617  40.76151211],3.0
[-73.94855301  40.82393999],[-73.94809828  40.82456296],3.0
[-73.92692243  40.86323773],[-73.92810943  40.86507897],2.0
[-73.93763584  40.65616758],[-73.93859349  40.65612238],2.0
[-73.8657897   40.81699012],[-73.86619866  40.81874525],2.0
[-73.86968912  40.7200501 ],[-73.86877878  40.71890376],2.0
[-73.85322275  40.83625645],[-73.8534886   40.83767598],4.0
[-73.78600111  40.73954372],[-73.78652471  40.740624  ],2.0
[-73.93046966  40.69003023],[-73.93339261  40.68969373],2.0
[-73.92538015  40.76196969],[-73.92724677  40.75967092],2.0
[-73.95855023  40.70688112],[-73.96015234  40.70589771],3.0
[-73.99340073  40.71535475],[-73.99427446  40.71562161],6.0
[-73.90597663  40.84948401],[-73.9060229   40.84942511],2.0
[-73.94394771  40.79543554],[-73.94544601  40.79606682],4.0
[-73.94339749  40.85145295],[-73.93297058  40.86601685],2.0
[-73.88328122  40.85256371],[-73.88273285  40.85365066],2.0
[-73.93489897  40.73982654],[-73.93463415  40.73942631],2.0
[-73.85619318  40.89918797],[-73.85704365  40.8979368 ],2.0
[-73.95457541  40.76975486],[-73.95694113  40.77075326],3.0
[-74.00098126  40.75205903],[-74.00211259  40.75253665],2.0
[-73.72775177  40.75738824],[-73.72723031  40.75598851],3.0
[-73.92250175  40.85317352],[-73.91782713  40.857992  ],1.0
[-73.9702669   40.64128318],[-73.97071646  40.64367757],2.0
[-73.75197249  40.66839036],[-73.75081114  40.66797586],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],4.0
[-73.95730665  40.81281862],[-73.95864126  40.81335247],1.0
[-73.88419937  40.85070526],[-73.88341661  40.85047224],2.0
[-73.91231478  40.83811182],[-73.91379352  40.83560031],4.0
[-73.84901768  40.82325996],[-73.84884074  40.82250305],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.97710781  40.75188341],[-73.97604825  40.75144139],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],3.0
[-74.07802261  40.59425482],[-74.07683591  40.59236716],2.0
[-74.07909997  40.61093914],[-74.07784259  40.61314681],3.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],2.0
[-73.99532045  40.60282835],[-73.99605513  40.60327469],2.0
[-73.83657599  40.87137273],[-73.83746028  40.87322265],2.0
[-73.90723812  40.68788993],[-73.90868803  40.68641727],2.0
[-74.00435893  40.6542732 ],[-74.00447344  40.65434169],3.0
[-73.99684296  40.72534784],[-73.99778509  40.72423489],2.0
[-73.75933205  40.66375164],[-73.75917851  40.66369839],3.0
[-73.84063004  40.68351391],[-73.83952877  40.68126341],3.0
[-73.98884254  40.7585335 ],[-73.98929728  40.75790664],2.0
[-73.99630301  40.75338854],[-73.99346418  40.75219006],2.0
[-73.91528771  40.82776246],[-73.91472228  40.82873021],1.0
[-73.89721065  40.82605905],[-73.89784989  40.82445436],4.0
[-73.92246264  40.75742318],[-73.9237044   40.75588004],2.0
[-73.94808517  40.79553642],[-73.9485555   40.79491018],2.0
[-73.95984345  40.69253046],[-73.95942791  40.69044727],2.0
[-73.93559886  40.67887792],[-73.93850819  40.67903432],2.0
[-73.90411635  40.68151453],[-73.90315234  40.68251987],1.0
[-74.10547295  40.56825534],[-74.10798332  40.5654653 ],3.0
[-73.80878818  40.70382196],[-73.8092679   40.70484794],2.0
[-73.94620247  40.82715392],[-73.94666104  40.82652971],3.0
[-73.9472295   40.67505271],[-73.94446183  40.67490675],2.0
[-73.9472295   40.67505271],[-73.94446183  40.67490675],2.0
[-73.91228896  40.69943956],[-73.91330879  40.69841041],2.0
[-73.86406802  40.56929798],[-73.86413203  40.56940469],2.0
[-73.78211032  40.76198072],[-73.78132184  40.76027028],2.0
[-74.00603547  40.71190619],[-74.00695163  40.71168722],2.0
[-73.90093921  40.85775854],[-73.9001924   40.85901618],8.0
[-73.7684119   40.60936039],[-73.76975223  40.61019731],3.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],2.0
[-73.90685193  40.81120906],[-73.90632992  40.81266707],3.0
[-73.95192451  40.57704114],[-73.95236932  40.57937258],2.0
[-73.94373632  40.83846972],[-73.94554302  40.83923229],3.0
[-73.90862943  40.68408541],[-73.91002461  40.68265737],2.0
[-73.97928686  40.7528005 ],[-73.97834877  40.75241013],3.0
[-73.99438367  40.6714028 ],[-73.99387828  40.67200501],2.0
[-73.96369048  40.79082632],[-73.96675919  40.78781531],3.0
[-73.8530144  40.6807624],[-73.85470362  40.68028274],2.0
[-73.89111115  40.85838432],[-73.8922228   40.85883324],1.0
[-73.98380318  40.58904212],[-73.98281165  40.58915783],2.0
[-73.91954495  40.81655511],[-73.92275882  40.81738829],2.0
[-73.90699719  40.8183403 ],[-73.90624114  40.81815756],2.0
[-74.10981821  40.5704987 ],[-74.11164978  40.57148426],3.0
[-73.99279279  40.7339215 ],[-73.99226599  40.7345326 ],2.0
[-73.94040345  40.8089581 ],[-73.94086063  40.80833427],3.0
[-73.89086623  40.84724163],[-73.89133402  40.84746958],2.0
[-73.94457678  40.6492195 ],[-73.94434377  40.6470782 ],3.0
[-73.91756599  40.82388367],[-73.91677401  40.82438709],2.0
[-73.8215952   40.86844664],[-73.82156892  40.86847347],2.0
[-73.88107821  40.67146797],[-73.88193925  40.6713407 ],4.0
[-73.82851137  40.68923906],[-73.82933646  40.689004  ],2.0
[-74.07629147  40.63675209],[-74.07693911  40.63778161],2.0
[-73.94203159  40.83286499],[-73.94088395  40.83238008],1.0
[-73.97534264  40.74127468],[-73.97401055  40.74309851],2.0
[-73.93685699  40.8472488 ],[-73.93640284  40.84787129],2.0
[-73.79444633  40.69728574],[-73.79572174  40.69901474],3.0
[-73.95703058  40.71648309],[-73.95831927  40.71728041],3.0
[-73.90631947  40.63154954],[-73.90813467  40.6331838 ],2.0
[-73.9903307   40.73713186],[-73.98907933  40.73659132],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],2.0
[-73.9736214   40.60655729],[-73.97319525  40.60429754],2.0
[-73.95703058  40.71648309],[-73.95831927  40.71728041],3.0
[-74.0108234   40.60670077],[-74.0100002   40.60620416],2.0
[-73.88733001  40.83764071],[-73.88776506  40.83736998],1.0
[-73.80267646  40.67235478],[-73.80266178  40.67119614],2.0
[-73.84590569  40.88974137],[-73.84523225  40.88955067],1.0
[-73.80551492  40.70188123],[-73.8059142   40.70274444],2.0
[-73.92362161  40.84423809],[-73.92413625  40.84246577],2.0
[-73.93346631  40.79866232],[-73.93264632  40.79978374],2.0
[-73.9099834   40.88566238],[-73.90903332  40.88548331],2.0
[-73.85908146  40.7447834 ],[-73.85887425  40.74439518],4.0
[-73.90179423  40.88560969],[-73.90050667  40.88672502],3.0
[-73.84553746  40.88636642],[-73.84614151  40.88530645],3.0
[-73.98259781  40.63383628],[-73.98014175  40.63235374],2.0
[-73.93266905  40.68603234],[-73.93558976  40.68569478],3.0
[-73.80463428  40.69363837],[-73.8037611   40.69437654],3.0
[-73.97797699  40.72528822],[-73.97753532  40.72587667],2.0
[-73.97631905  40.57924559],[-73.97663122  40.57591926],2.0
[-73.88593574  40.66239371],[-73.88739217  40.66435346],3.0
[-73.97008101  40.75962491],[-73.9684798   40.75895013],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-74.16421074  40.58699074],[-74.16395241  40.58684182],2.0
[-73.91899941  40.62636504],[-73.91924793  40.62870204],1.0
[-73.88937964  40.85346221],[-73.88823687  40.85476153],2.0
[-73.97085934  40.69317202],[-73.96983119  40.69313424],2.0
[-73.96141046  40.68041315],[-73.95831389  40.6797694 ],3.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-73.94901341  40.79428164],[-73.9485555   40.79491018],2.0
[-73.96515203  40.66240628],[-73.96932092  40.67118558],3.0
[-73.7977037   40.70432691],[-73.797006    40.70461026],3.0
[-73.87161766  40.71329024],[-73.87302888  40.71325964],2.0
[-73.99484364  40.75029331],[-73.99529822  40.74967168],3.0
[-73.8092679   40.70484794],[-73.80968985  40.70574626],2.0
[-73.87741612  40.74831937],[-73.87780232  40.7504319 ],2.0
[-73.9086747  40.6578025],[-73.90906605  40.65933872],2.0
[-73.84487053  40.66365487],[-73.84578214  40.66347734],2.0
[-73.90018333  40.83419156],[-73.90120175  40.83445195],2.0
[-73.91756599  40.82388367],[-73.91677401  40.82438709],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],5.0
[-73.90583976  40.83105898],[-73.90657084  40.82945222],5.0
[-73.91088488  40.85877618],[-73.90989194  40.86006171],5.0
[-73.89887283  40.86558403],[-73.90027587  40.86378764],5.0
[-73.89887283  40.86558403],[-73.90027587  40.86378764],5.0
[-73.94401942  40.75480988],[-73.94282213  40.75605857],4.0
[-73.94401942  40.75480988],[-73.94282213  40.75605857],4.0
[-73.9906222   40.75099175],[-73.99346418  40.75219006],2.0
[-73.98303473  40.72116105],[-73.98386423  40.72139638],6.0
[-73.84063004  40.68351391],[-73.83952877  40.68126341],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.91449524  40.80556137],[-73.9174799  40.8068221],3.0
[-73.93191679  40.8493086 ],[-73.93147172  40.84992124],6.0
[-73.95305317  40.65608052],[-73.95015966  40.65626023],3.0
[-73.89926205  40.67007364],[-73.89958604  40.67134096],3.0
[-73.97745722  40.68405229],[-73.9780429   40.68485662],6.0
[-73.97745722  40.68405229],[-73.9780429   40.68485662],6.0
[-73.97745722  40.68405229],[-73.9780429   40.68485662],6.0
[-73.73318567  40.71962115],[-73.73345885  40.7202525 ],1.0
[-74.00368955  40.74835723],[-74.00084827  40.74714677],1.0
[-73.85702552  40.68303535],[-73.85619845  40.68136678],2.0
[-73.97197351  40.63062264],[-73.97451589  40.62939875],3.0
[-74.13099543  40.63727387],[-74.13145214  40.63665417],1.0
[-73.94310026  40.79924985],[-73.94161923  40.79862364],2.0
[-73.88111893  40.6753922 ],[-73.88080279  40.67412177],1.0
[-73.98016849  40.72227741],[-73.9825245   40.72327798],6.0
[-73.98272387  40.75095894],[-73.9822749  40.7515773],2.0
[-73.86481381  40.85444337],[-73.86474025  40.85669066],2.0
[-73.85870346  40.81540481],[-73.85778004  40.8155293 ],4.0
[-73.85870346  40.81540481],[-73.85778004  40.8155293 ],4.0
[-73.90583976  40.83105898],[-73.90657084  40.82945222],5.0
[-73.89175155  40.74896464],[-73.89270827  40.74886307],2.0
[-74.169679    40.57575599],[-74.16992202  40.57586196],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.74842294  40.72757786],[-73.74921167  40.7272008 ],2.0
[-73.8819267  40.8551534],[-73.88273285  40.85365066],1.0
[-73.94266154  40.81656165],[-73.94311322  40.81593499],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.9327702   40.84554111],[-73.9342329   40.84613986],6.0
[-73.86959556  40.84398144],[-73.86799494  40.84249006],2.0
[-73.97550382  40.63059216],[-73.97226615  40.63214322],3.0
[-73.96562825  40.79545622],[-73.96517164  40.79608634],2.0
[-73.91741656  40.82127726],[-73.91805422  40.82144499],2.0
[-73.91435063  40.84029197],[-73.91330977  40.83988092],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],5.0
[-73.94369836  40.81034835],[-73.94323395  40.81096806],3.0
[-73.93497496  40.83022618],[-73.93469023  40.82815955],3.0
[-73.89979757  40.82768435],[-73.89820469  40.82788911],2.0
[-73.89586155  40.65188053],[-73.89421599  40.65040058],2.0
[-73.94426875  40.81466645],[-73.94472402  40.81404143],3.0
[-73.97524322  40.68540558],[-73.97428154  40.68551308],2.0
[-74.13071879  40.61255785],[-74.13021673  40.61253745],2.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],2.0
[-73.8455309   40.83917331],[-73.84647865  40.83980921],2.0
[-73.99137407  40.73908819],[-73.99179769  40.73850365],2.0
[-73.91768362  40.84022549],[-73.91813727  40.83960685],5.0
[-73.81067618  40.75968851],[-73.81044348  40.76137744],3.0
[-73.95164632  40.72348586],[-73.95475343  40.72060082],2.0
[-73.95261551  40.80325675],[-73.95242689  40.80317532],3.0
[-73.74777626  40.70786055],[-73.74750426  40.7071483 ],1.0
[-73.90202517  40.76741678],[-73.896102    40.76645469],1.0
[-73.93445599  40.79730989],[-73.93220062  40.79635951],4.0
[-73.87275547  40.83002788],[-73.87322051  40.83202234],2.0
[-73.92484861  40.84149544],[-73.9239951   40.84113205],2.0
[-73.8957527   40.84937263],[-73.89650477  40.84804478],2.0
[-73.88248933  40.64839087],[-73.88080554  40.64688013],2.0
[-73.99066626  40.69249718],[-73.98947239  40.69229549],2.0
[-73.93924249  40.68902355],[-73.9363203  40.689354 ],2.0
[-73.99626816  40.72195195],[-73.9971227   40.72230076],3.0
[-73.84871372  40.71394171],[-73.85088995  40.71473481],2.0
[-73.95103527  40.80512128],[-73.95118265  40.80518348],2.0
[-73.93513872  40.64178465],[-73.9353824   40.64407437],2.0
[-73.86805885  40.69118396],[-73.86720908  40.69131613],1.0
[-73.92563786  40.80937983],[-73.92473858  40.80898984],2.0
[-73.92030371  40.83539684],[-73.92128472  40.83572377],3.0
[-73.97136143  40.6362853 ],[-73.97087568  40.63371951],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.87971817  40.86954651],[-73.88027193  40.86924969],2.0
[-73.95246901  40.65066945],[-73.95256272  40.651546  ],1.0
[-73.93757542  40.82676277],[-73.93845827  40.82633418],1.0
[-73.86627573  40.67201061],[-73.86590885  40.67046733],2.0
[-73.97377717  40.68312741],[-73.97595023  40.68351323],3.0
[-73.74818687  40.72621351],[-73.74921167  40.7272008 ],3.0
[-73.92996413  40.69824993],[-73.92779683  40.69958512],5.0
[-73.88681887  40.83706536],[-73.88782013  40.83539024],5.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],2.0
[-73.88733001  40.83764071],[-73.88776506  40.83736998],5.0
[-73.93807553  40.67543788],[-73.93700143  40.67538226],3.0
[-73.98443216  40.69029217],[-73.98510412  40.69056115],2.0
[-73.93949342  40.61855079],[-73.93900236  40.61886727],1.0
[-73.90973936  40.81899515],[-73.90918125  40.82035033],2.0
[-73.91966363  40.81351188],[-73.91920039  40.8141439 ],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.86869034  40.68464637],[-73.86820299  40.68270498],1.0
[-73.98466331  40.70303196],[-73.98664865  40.70309984],2.0
[-73.95204924  40.64677092],[-73.95185331  40.64495408],4.0
[-73.95059027  40.68546663],[-73.9507358   40.68620367],2.0
[-73.80823141  40.76379765],[-73.8091349   40.76406964],2.0
[-73.93900308  40.67350278],[-73.93907622  40.67282564],2.0
[-73.86433941  40.73374256],[-73.86342394  40.73195063],2.0
[-74.02123523  40.63820474],[-74.02137519  40.63799854],2.0
[-74.13513329  40.63676008],[-74.13428224  40.63673513],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],2.0
[-73.9872282   40.73887098],[-73.98735883  40.7389255 ],2.0
[-73.95412514  40.64668753],[-73.95268288  40.64674408],4.0
[-73.94551096  40.63079148],[-73.94647962  40.63170816],2.0
[-74.15083958  40.5499631 ],[-74.15133087  40.55068844],2.0
[-73.9491197   40.61305322],[-73.94824834  40.61363536],3.0
[-73.99409148  40.68611344],[-73.9939293   40.68645287],3.0
[-73.96654998  40.68162802],[-73.96688962  40.68348273],3.0
[-73.9041238   40.70397441],[-73.90435714  40.70411119],2.0
[-73.85195532  40.86537128],[-73.85101585  40.86534847],1.0
[-73.99240764  40.73059121],[-73.99284076  40.73007895],1.0
[-73.92121314  40.86769278],[-73.92310988  40.86701558],1.0
[-73.90753953  40.66436489],[-73.90930543  40.66409758],2.0
[-73.87475674  40.87316338],[-73.873861    40.87475871],2.0
[-73.91829372  40.65948381],[-73.91741819  40.66005119],2.0
[-73.86732227  40.65174539],[-73.86983547  40.65036333],2.0
[-73.87103975  40.67954376],[-73.87310983  40.67924471],3.0
[-73.92145841  40.67610734],[-73.91931233  40.67598885],3.0
[-73.934454    40.81718853],[-73.93596028  40.81779301],2.0
[-73.9206165   40.68591394],[-73.92325193  40.6856119 ],1.0
[-73.99311953  40.73669105],[-73.99121076  40.73588819],1.0
[-73.91403857  40.67089684],[-73.91308575  40.67131023],3.0
[-74.09261597  40.58593981],[-74.09416297  40.58673519],3.0
[-73.79825829  40.70701629],[-73.79930425  40.70869823],2.0
[-74.11013947  40.56431067],[-74.11369933  40.56645974],2.0
[-73.91874261  40.81476716],[-73.91857838  40.8147017 ],2.0
[-73.94773024  40.68029185],[-73.94955689  40.6803904 ],2.0
