node1,node2,123risksum
[-73.86055101  40.8655297 ],[-73.85961281  40.86551272],0.0
[-73.98939449  40.59925457],[-73.99015003  40.59970502],0.0
[-73.87724684  40.75256765],[-73.87687558  40.75053004],0.0
[-73.87724684  40.75256765],[-73.87687558  40.75053004],0.0
[-73.70162212  40.75242552],[-73.70204504  40.75220426],0.0
[-73.91396268  40.82039413],[-73.91426304  40.8197465 ],0.0
[-73.86735586  40.83904307],[-73.86731628  40.83803225],0.0
[-73.88211265  40.81636689],[-73.88338073  40.81735144],0.0
[-73.93722752  40.80176902],[-73.93676968  40.80239634],0.0
[-73.98667933  40.73397805],[-73.98524201  40.73337238],0.0
[-73.9313612   40.81201385],[-73.93020618  40.81321763],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.87397771  40.74786469],[-73.87543236  40.74852736],0.0
[-73.98479315  40.74524398],[-73.98323406  40.74458532],0.0
[-74.0066226  40.6383148],[-74.00882482  40.63964463],0.0
[-73.99848652  40.74529416],[-73.99897237  40.74463005],0.0
[-74.12044461  40.61324168],[-74.12065477  40.61480044],0.0
[-73.7521696   40.60229458],[-73.75174638  40.60360277],0.0
[-73.7521696   40.60229458],[-73.75174638  40.60360277],0.0
[-73.84935933  40.85763809],[-73.84491994  40.85740383],0.0
[-73.91787651  40.83460837],[-73.91824178  40.83472992],0.0
[-74.15338665  40.60884986],[-74.15308051  40.60891399],0.0
[-73.93812894  40.72082882],[-73.93842949  40.72150531],0.0
[-73.90014865  40.67694932],[-73.9008155   40.67661626],0.0
[-73.92060324  40.65897022],[-73.92178728  40.66003106],0.0
[-73.93265624  40.63022422],[-73.93293824  40.63020511],0.0
[-73.9873258   40.64307484],[-73.98905872  40.64411924],0.0
[-73.8033377   40.69141368],[-73.80400286  40.69187599],0.0
[-73.96475545  40.76405707],[-73.96251524  40.76311273],0.0
[-73.86981826  40.74585262],[-73.87159477  40.74532481],0.0
[-73.88719446  40.82259244],[-73.88587216  40.82777731],0.0
[-73.84835988  40.69195529],[-73.84923962  40.69170592],0.0
[-73.86526483  40.86967443],[-73.8652089   40.87140765],0.0
[-73.90764771  40.85476434],[-73.90850022  40.853817  ],0.0
[-73.93090355  40.65661036],[-73.92989802  40.65668444],0.0
[-73.83462522  40.74688095],[-73.83318847  40.74673506],0.0
[-73.97844981  40.75906501],[-73.97891173  40.75843654],0.0
[-73.98594857  40.74653585],[-73.98830535  40.74753552],0.0
[-73.93163815  40.80805006],[-73.93090527  40.80841035],0.0
[-73.9383715   40.80307147],[-73.93791384  40.80369922],0.0
[-73.98979085  40.75723313],[-73.98694874  40.7560359 ],0.0
[-73.85197865  40.68256421],[-73.852819    40.68233128],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.9996531   40.73406972],[-73.99997261  40.7346879 ],0.0
[-73.99002688  40.73275628],[-73.98815308  40.73196521],0.0
[-73.89764528  40.81493478],[-73.89621352  40.81631897],0.0
[-73.95205239  40.67867466],[-73.95300514  40.67881508],0.0
[-73.98027305  40.73053912],[-73.97792142  40.72955778],0.0
[-73.94550864  40.80197023],[-73.94864107  40.80329403],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.90176245  40.85638751],[-73.90298865  40.85477311],0.0
[-73.93115534  40.70377233],[-73.93023689  40.70413113],0.0
[-73.87184096  40.74890558],[-73.87237256  40.74885155],0.0
[-73.93739764  40.6797299 ],[-73.93487211  40.67959309],0.0
[-73.91122493  40.68023987],[-73.91108276  40.67951552],0.0
[-73.99993697  40.74839932],[-73.99944749  40.74907183],0.0
[-73.75527385  40.60533444],[-73.75588408  40.60397743],0.0
[-73.87823501  40.82866002],[-73.87765492  40.8261517 ],0.0
[-73.93508325  40.85143423],[-73.93542572  40.85077433],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-74.1390501   40.62674317],[-74.13835014  40.62732032],0.0
[-73.98911349  40.72030742],[-73.98958547  40.72043682],0.0
[-73.9280577   40.86619936],[-73.92726915  40.86553456],0.0
[-73.90648228  40.84673265],[-73.90558712  40.84668899],0.0
[-73.75877257  40.60602855],[-73.75827408  40.60743351],0.0
[-73.96255119  40.5847834 ],[-73.96296899  40.58701793],0.0
[-73.89376139  40.86687506],[-73.89431825  40.86615393],0.0
[-74.0826292   40.62442223],[-74.08138063  40.62482387],0.0
[-73.86726924  40.8186034 ],[-73.86809532  40.81849794],0.0
[-74.10284384  40.5891607 ],[-74.10462535  40.58727494],0.0
[-73.93027813  40.81324802],[-73.93039605  40.81330375],0.0
[-73.90662594  40.88667275],[-73.90703572  40.886609  ],0.0
[-73.91691503  40.82220238],[-73.91656905  40.82282833],0.0
[-73.90346686  40.8303538 ],[-73.9050223   40.82894701],0.0
[-73.92453136  40.69772163],[-73.92404933  40.69821408],0.0
[-73.95073911  40.80582033],[-73.95118265  40.80518348],0.0
[-73.91195138  40.86078302],[-73.91075596  40.86165148],0.0
[-73.91195138  40.86078302],[-73.91075596  40.86165148],0.0
[-73.95384851  40.66372781],[-73.95720935  40.6635174 ],0.0
[-73.93174315  40.79698743],[-73.92977742  40.79615658],0.0
[-73.90493736  40.84337489],[-73.90484645  40.84458936],0.0
[-73.91213077  40.74588664],[-73.9124798  40.7441666],0.0
[-73.95829178  40.66977893],[-73.9580528   40.67043777],0.0
[-73.93382817  40.69618428],[-73.93413397  40.69635843],0.0
[-74.00748241  40.74094191],[-74.00586426  40.74026144],0.0
[-73.89419048  40.83329151],[-73.89400064  40.83224205],0.0
[-73.95166995  40.62136933],[-73.95212596  40.62375912],0.0
[-73.99431554  40.57557399],[-73.99382751  40.5730129 ],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-74.13040765  40.64002168],[-74.12949222  40.63918246],0.0
[-73.97839779  40.62713853],[-73.97806739  40.62745504],0.0
[-73.7820272   40.70203097],[-73.77933787  40.70114263],0.0
[-73.92200416  40.6546288 ],[-73.92167252  40.65550273],0.0
