node1,node2,123risksum
[-73.98210659  40.61042051],[-73.98265927  40.61269247],0.0
[-73.8818596   40.81085195],[-73.88220049  40.81277345],0.0
[-73.8818596   40.81085195],[-73.88220049  40.81277345],0.0
[-73.94296619  40.70588844],[-73.94128469  40.70604025],0.0
[-73.90191311  40.85809327],[-73.90093921  40.85775854],0.0
[-73.91130974  40.82484856],[-73.91179362  40.82642816],0.0
[-73.95473515  40.59502856],[-73.95507631  40.59681539],0.0
[-73.99261919  40.60309005],[-73.9948468   40.60443689],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.86724819  40.8403438 ],[-73.86636131  40.84059269],0.0
[-73.99049634  40.64316444],[-73.9897789   40.64364489],0.0
[-73.99172797  40.68079008],[-73.99391345  40.68164034],0.0
[-73.85104063  40.83192818],[-73.85087088  40.83120993],0.0
[-73.90973936  40.81899515],[-73.90918125  40.82035033],0.0
[-73.85522991  40.73856372],[-73.85371738  40.73807519],0.0
[-73.87348887  40.74362103],[-73.87242564  40.74393932],0.0
[-73.88429416  40.79284754],[-73.88448906  40.79114247],0.0
[-73.89391657  40.70440107],[-73.89302336  40.7046213 ],0.0
[-73.8818596   40.81085195],[-73.88220049  40.81277345],0.0
[-73.91631608  40.70012139],[-73.91752229  40.69889324],0.0
[-73.90818941  40.77435754],[-73.90890276  40.77486146],0.0
[-73.86809532  40.81849794],[-73.86844387  40.82003262],0.0
[-73.93346631  40.79866232],[-73.93264632  40.79978374],0.0
[-73.99032126  40.70710625],[-73.97262688  40.71358525],0.0
[-73.95503698  40.6185578 ],[-73.9554907  40.6209501],0.0
[-74.22056995  40.54839064],[-74.22036702  40.54783387],0.0
[-73.91523181  40.7462462 ],[-73.91430315  40.74613835],0.0
[-73.99846578  40.64615923],[-73.99626531  40.64482654],0.0
[-73.99711719  40.71279974],[-73.99445971  40.71302143],0.0
[-73.93942386  40.65479956],[-73.93955925  40.65606275],0.0
[-73.94187605  40.79540587],[-73.93962997  40.7944671 ],0.0
[-73.94380032  40.61071912],[-73.94336573  40.61039813],0.0
[-74.16640151  40.63030836],[-74.16633055  40.63216582],0.0
[-73.89283653  40.82097405],[-73.89389462  40.81986029],0.0
[-73.88141549  40.84284639],[-73.88253341  40.84343073],0.0
[-73.88242882  40.84498142],[-73.88166172  40.84459405],0.0
[-73.87667507  40.75465227],[-73.8769979   40.75643897],0.0
[-73.95727391  40.81688941],[-73.95682809  40.81750252],0.0
