node1,node2,123risksum
[-73.85501675  40.68092497],[-73.85757001  40.68020118],2.0
[-73.99156301  40.74970592],[-73.9911101   40.75031907],4.0
[-73.90753953  40.66436489],[-73.90930543  40.66409758],3.0
[-73.9605266   40.79995834],[-73.96098318  40.79932874],3.0
[-73.89631628  40.66601829],[-73.89670365  40.66755444],5.0
[-73.89907664  40.66560817],[-73.89868064  40.66406199],5.0
[-74.13666513  40.64022468],[-74.135131    40.64026345],3.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],3.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],4.0
[-74.1457868   40.61193209],[-74.14549224  40.61412754],1.0
[-73.91022199  40.8077681 ],[-73.91078229  40.80669925],3.0
[-73.99279279  40.7339215 ],[-73.99332178  40.73330377],3.0
[-74.01123101  40.71036686],[-74.00998739  40.70980567],2.0
[-73.98289842  40.69983292],[-73.98046217  40.69970316],3.0
[-73.91460905  40.64010244],[-73.91274791  40.63842738],2.0
[-73.94142154  40.79019717],[-73.94199376  40.79043871],1.0
[-73.90699719  40.8183403 ],[-73.90624114  40.81815756],2.0
[-73.99786128  40.74105637],[-73.99501799  40.73986001],3.0
[-73.9649026   40.70476203],[-73.96427995  40.70420085],2.0
[-73.75396305  40.65820572],[-73.75473474  40.6570164 ],3.0
[-73.82147825  40.7034156 ],[-73.8224589   40.70365553],2.0
[-73.96629558  40.67617973],[-73.96333115  40.67556077],2.0
[-73.98086712  40.62640938],[-73.9798177   40.62577363],1.0
[-73.99394826  40.75152222],[-73.99484364  40.75029331],3.0
[-73.9472295   40.67505271],[-73.94446183  40.67490675],2.0
[-74.15804394  40.61468285],[-74.15766119  40.61439156],3.0
[-73.91977851  40.6632905 ],[-73.9196267   40.66255605],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],1.0
[-73.92088637  40.68738202],[-73.92073975  40.68664934],3.0
[-73.92484462  40.74565262],[-73.92515418  40.74407718],1.0
[-73.89679199  40.74867321],[-73.89673637  40.74843847],3.0
[-73.93215268  40.80045882],[-73.93264632  40.79978374],5.0
[-73.81101008  40.72743995],[-73.81088635  40.72717185],2.0
[-73.91260206  40.66940466],[-73.91308575  40.67131023],3.0
[-73.86822903  40.67593628],[-73.86791088  40.67466862],2.0
[-73.75226701  40.6080601 ],[-73.74849347  40.61114424],2.0
[-73.92237402  40.84191082],[-73.92098735  40.84406432],2.0
[-73.87043516  40.73358731],[-73.87273501  40.73423296],2.0
[-73.9507358   40.68620367],[-73.94745683  40.68657784],3.0
[-73.93215268  40.80045882],[-73.93264632  40.79978374],5.0
[-73.96386126  40.80297204],[-73.96107794  40.80180036],1.0
[-74.20835098  40.53634094],[-74.20812516  40.53565893],2.0
[-73.9811086   40.74449828],[-73.98065843  40.74511583],2.0
[-73.98241638  40.68278057],[-73.98199244  40.68341814],2.0
[-74.12122828  40.6342209 ],[-74.12166037  40.63725823],2.0
[-73.91683796  40.81165621],[-73.91722606  40.81100132],2.0
[-73.98633135  40.69105051],[-73.98536392  40.69066661],2.0
[-73.93741853  40.80437468],[-73.93889373  40.80499538],3.0
[-73.85253057  40.68566453],[-73.85309964  40.68684704],3.0
[-73.91419396  40.76351599],[-73.91478351  40.76379265],2.0
[-74.01096714  40.716303  ],[-74.01111845  40.7155934 ],2.0
[-73.70688883  40.75323817],[-73.70749975  40.75269195],2.0
[-73.90942958  40.85395944],[-73.91077673  40.85193876],3.0
[-73.85773226  40.83355731],[-73.85465136  40.83388803],3.0
[-73.7521696   40.60229458],[-73.75174638  40.60360277],2.0
[-73.95782734  40.73129875],[-73.95449445  40.73161371],3.0
[-73.79252631  40.70636027],[-73.79165401  40.70485667],1.0
[-73.85001022  40.67283307],[-73.85037772  40.6742984 ],3.0
[-73.92526526  40.83477378],[-73.92614507  40.83362896],1.0
[-73.94480642  40.72748493],[-73.94449796  40.7256159 ],2.0
[-73.8671446   40.75046627],[-73.8682061   40.75226113],2.0
[-73.84764707  40.84315752],[-73.84939158  40.84291857],1.0
[-74.15074846  40.58392827],[-74.15185358  40.58294729],1.0
[-73.9389832   40.82159785],[-73.93622695  40.82043825],2.0
[-73.92881956  40.61882987],[-73.92978965  40.61876979],2.0
[-73.9280577   40.86619936],[-73.92726915  40.86553456],3.0
[-74.0859285   40.61231553],[-74.08526187  40.61208001],3.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],2.0
[-73.84562647  40.75462569],[-73.84324381  40.7553368 ],6.0
[-73.9963383   40.60989422],[-73.99692222  40.60933469],2.0
[-73.9414263   40.82350752],[-73.93867469  40.82234745],3.0
[-73.8810451   40.82843181],[-73.88172405  40.83128703],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.94565988  40.81278651],[-73.94685962  40.81328712],2.0
[-73.87777029  40.66590789],[-73.87695376  40.66625898],2.0
[-73.79042846  40.69691241],[-73.78927167  40.69532638],3.0
[-73.91379352  40.83560031],[-73.91497029  40.83358784],6.0
[-73.91379352  40.83560031],[-73.91497029  40.83358784],6.0
[-73.91379352  40.83560031],[-73.91497029  40.83358784],6.0
[-73.88020648  40.74802498],[-73.87983895  40.74806172],2.0
[-73.87514314  40.83176354],[-73.87460868  40.8295029 ],2.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],1.0
[-73.82651837  40.83100127],[-73.82737292  40.83058234],2.0
[-73.9481851   40.80392014],[-73.94772448  40.8045493 ],1.0
[-73.80002407  40.68057379],[-73.79983816  40.67941123],5.0
[-73.80002407  40.68057379],[-73.79983816  40.67941123],5.0
[-73.96131878  40.67140668],[-73.96138311  40.67123006],3.0
[-73.95033415  40.67163826],[-73.95025113  40.67252987],2.0
[-73.91972011  40.68151904],[-73.91697633  40.68183416],2.0
[-74.16479942  40.6395506 ],[-74.16503398  40.6372017 ],2.0
[-73.86331129  40.6753248 ],[-73.86434416  40.67566842],1.0
[-73.95961183  40.60078039],[-73.96006565  40.60317076],3.0
[-73.89816578  40.85514638],[-73.89863544  40.85390697],2.0
[-73.89809385  40.83366527],[-73.89899878  40.83389136],3.0
[-73.84562647  40.75462569],[-73.84324381  40.7553368 ],6.0
[-73.84562647  40.75462569],[-73.84324381  40.7553368 ],6.0
[-73.90969894  40.66562721],[-73.90930543  40.66409758],1.0
[-73.97853583  40.72874609],[-73.97724601  40.72820882],2.0
[-73.90343501  40.83221638],[-73.90503038  40.83273812],3.0
[-73.868042    40.84481384],[-73.86892653  40.84688174],2.0
[-73.88052444  40.87801156],[-73.87957827  40.87782691],2.0
[-73.79870151  40.71066338],[-73.79985783  40.71025256],3.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],1.0
[-73.89981805  40.90104279],[-73.8980989   40.90062515],3.0
[-73.94620247  40.82715392],[-73.94895014  40.82830674],2.0
[-73.94620247  40.82715392],[-73.94895014  40.82830674],2.0
[-73.8837898   40.84678215],[-73.88446532  40.84598573],1.0
[-73.98476086  40.70143935],[-73.98482787  40.70057698],3.0
[-73.8327191  40.6498085],[-73.83313243  40.65148138],2.0
[-73.91746038  40.81676131],[-73.91923866  40.81722063],2.0
[-73.82469859  40.67954485],[-73.82387139  40.67978025],3.0
[-74.08707138  40.5830489 ],[-74.08497317  40.58196645],5.0
[-73.90823165  40.6674249 ],[-73.91009069  40.66715431],3.0
[-73.89684011  40.671749  ],[-73.89586725  40.67189285],3.0
[-73.93905002  40.79925592],[-73.93682131  40.79830734],2.0
[-73.82651837  40.83100127],[-73.82737292  40.83058234],2.0
[-73.87741112  40.67199721],[-73.87702775  40.67045978],1.0
[-73.87588509  40.87341116],[-73.87470061  40.87500174],2.0
[-73.98285025  40.7013587 ],[-73.9807408   40.70127731],3.0
[-73.87214233  40.75398605],[-73.87365526  40.75367192],3.0
[-73.92769363  40.65398517],[-73.92751431  40.6523181 ],1.0
[-73.9472295   40.67505271],[-73.94714602  40.67594185],2.0
[-73.99012218  40.73779566],[-73.9903307   40.73713186],2.0
[-73.91049305  40.82320817],[-73.90940309  40.82286879],2.0
[-73.91028036  40.63281791],[-73.91153972  40.63120446],2.0
[-73.92622007  40.63997609],[-73.92644654  40.64231617],3.0
[-73.84944778  40.72915439],[-73.85027462  40.72966373],1.0
[-73.98140045  40.68794443],[-73.98271472  40.68845873],1.0
[-73.96246999  40.76718493],[-73.96201413  40.76781231],2.0
[-73.87580154  40.82640172],[-73.87528548  40.82420788],3.0
[-73.92801318  40.67220921],[-73.92524559  40.67206205],6.0
[-73.92801318  40.67220921],[-73.92524559  40.67206205],6.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],4.0
[-73.9000383  40.8234817],[-73.90061141  40.82210881],2.0
[-73.97761642  40.63315364],[-73.97802159  40.6355527 ],2.0
[-74.01090222  40.644547  ],[-74.01148371  40.64398661],2.0
[-73.84619039  40.64960736],[-73.84668769  40.65160757],1.0
[-73.84065728  40.69792708],[-73.83948336  40.69558187],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],4.0
[-73.84145866  40.88713886],[-73.8419615   40.88845597],3.0
[-73.80792715  40.70176553],[-73.8084389  40.7030271],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-74.0619201   40.59631136],[-74.0624941   40.59581644],2.0
[-73.95828057  40.60874735],[-73.95859278  40.61040303],2.0
[-73.77178899  40.70461711],[-73.77088281  40.70440275],2.0
[-73.95195281  40.82455181],[-73.95175396  40.82447026],2.0
[-73.85016456  40.87825651],[-73.84902884  40.8761727 ],3.0
[-73.86980237  40.75375138],[-73.86907771  40.75202973],5.0
[-73.8682061   40.75226113],[-73.86890616  40.75394246],5.0
[-73.85876062  40.88477751],[-73.86163946  40.88569259],2.0
[-73.92014217  40.63698889],[-73.92041507  40.63954551],1.0
[-73.87713692  40.82395815],[-73.87765492  40.8261517 ],2.0
[-73.89596181  40.8642903 ],[-73.89737275  40.86243236],1.0
[-73.97899862  40.72810575],[-73.97663855  40.72708952],0.0
[-73.87069541  40.75356373],[-73.87098565  40.7551561 ],0.0
[-73.86110119  40.88054544],[-73.86391517  40.88142412],0.0
[-74.00869904  40.64321665],[-74.01090222  40.644547  ],0.0
[-73.86280342  40.88357438],[-73.85994111  40.88266434],0.0
[-73.8419615   40.88845597],[-73.84105279  40.88855347],0.0
[-73.9354379   40.81020369],[-73.93492264  40.8115216 ],0.0
[-73.94505128  40.8025986 ],[-73.94459915  40.80322505],0.0
[-73.98981433  40.71893787],[-73.98905495  40.71871008],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],0.0
[-73.97779128  40.72127819],[-73.97803943  40.72093496],0.0
[-73.97779128  40.72127819],[-73.97803943  40.72093496],0.0
[-73.9947954   40.64028849],[-73.99433124  40.64060029],0.0
[-73.95066785  40.69803342],[-73.95211977  40.69729733],0.0
[-73.95066785  40.69803342],[-73.95211977  40.69729733],0.0
[-73.9886472   40.67032469],[-73.98877004  40.67038404],0.0
[-73.79679902  40.70469746],[-73.79825829  40.70701629],0.0
[-74.00332661  40.65183296],[-74.00551727  40.6531603 ],0.0
[-73.91880433  40.80826172],[-73.92239945  40.80978051],0.0
[-73.9764497   40.62700825],[-73.97623454  40.62597635],0.0
[-73.9886129   40.73132258],[-73.99021191  40.73199633],0.0
[-73.99968392  40.73855225],[-74.00252381  40.73975264],0.0
[-73.92989802  40.65668444],[-73.9297618   40.65539799],0.0
[-73.99406769  40.76155517],[-73.99123062  40.76035415],0.0
[-73.82707853  40.71277052],[-73.8253501  40.7120417],0.0
[-73.86162323  40.8782533 ],[-73.86301161  40.87859866],0.0
[-73.92475459  40.81437982],[-73.92425845  40.81505076],0.0
[-74.00435893  40.6542732 ],[-74.00447344  40.65434169],0.0
[-73.78247043  40.71297658],[-73.78227127  40.71302513],0.0
[-74.13513329  40.63676008],[-74.13428224  40.63673513],0.0
[-73.96422466  40.68023408],[-73.96167999  40.67970221],0.0
[-73.94862235  40.69243941],[-73.95190188  40.69206232],0.0
[-73.95746107  40.72228567],[-73.95874942  40.7230843 ],0.0
[-73.94078752  40.61487184],[-73.93897047  40.61323951],0.0
[-73.96060028  40.76148485],[-73.96013788  40.76210565],0.0
[-73.93773612  40.7928158 ],[-73.93725705  40.79347431],0.0
[-73.93773612  40.7928158 ],[-73.93725705  40.79347431],0.0
[-73.90580316  40.84909216],[-73.90388685  40.84876568],0.0
[-73.86641372  40.7460995 ],[-73.86808574  40.74560058],0.0
[-73.92638738  40.8114836 ],[-73.92555272  40.81194069],0.0
[-73.92764385  40.70409174],[-73.92689164  40.70366637],0.0
[-73.88257913  40.75585357],[-73.88350693  40.75575532],0.0
[-73.91121183  40.70634612],[-73.91213671  40.70543961],0.0
[-73.79129219  40.70772468],[-73.7929867   40.70715289],0.0
[-73.99495472  40.71585647],[-73.99427446  40.71562161],0.0
[-73.91013194  40.68493956],[-73.90868803  40.68641727],0.0
[-74.01849304  40.64087581],[-74.01788579  40.64147119],0.0
[-73.91465843  40.65621425],[-73.9164859   40.65785909],0.0
[-74.07773066  40.61447178],[-74.07816756  40.61367998],0.0
[-73.9886129   40.73132258],[-73.99021191  40.73199633],0.0
[-73.92251613  40.83163278],[-73.92122334  40.83383269],0.0
[-73.73612773  40.73347443],[-73.73708484  40.73341741],0.0
[-73.93546994  40.69907163],[-73.93675979  40.69783119],0.0
[-73.9392593   40.65326679],[-73.93905114  40.65132622],0.0
[-73.99280341  40.74291002],[-73.98957566  40.74154808],0.0
[-73.99416078  40.74102882],[-73.99094522  40.73967338],0.0
[-73.94141631  40.81346614],[-73.94125699  40.81340401],0.0
[-73.86372796  40.88801665],[-73.86333642  40.88872015],0.0
[-73.99684296  40.72534784],[-73.99672067  40.7254922 ],0.0
[-73.94235002  40.71253723],[-73.94403194  40.71237864],0.0
[-73.97076335  40.78842075],[-73.97360687  40.78961478],0.0
[-73.92856419  40.83189895],[-73.92903174  40.83129243],0.0
[-73.9886129   40.73132258],[-73.99021191  40.73199633],0.0
[-73.85961207  40.66816422],[-73.85869649  40.66830824],0.0
[-73.86210487  40.75065405],[-73.85917842  40.75152729],0.0
[-73.86210487  40.75065405],[-73.85917842  40.75152729],0.0
[-73.99634777  40.62751078],[-73.99670162  40.62717198],0.0
[-73.87423135  40.6708624 ],[-73.87379547  40.66933098],0.0
[-73.87000174  40.82269782],[-73.87033501  40.82405907],0.0
[-73.89217626  40.67632884],[-73.8912834   40.67649631],0.0
[-73.91908916  40.65896645],[-73.91996765  40.65839767],0.0
[-73.98125     40.67992216],[-73.98141333  40.67998843],0.0
[-73.90404698  40.86274173],[-73.90707004  40.85936185],0.0
[-73.82372658  40.76582551],[-73.82395033  40.7668872 ],0.0
[-73.97233735  40.61665373],[-73.97335879  40.61654172],0.0
[-73.96199658  40.66866287],[-73.96180659  40.66768123],0.0
[-73.89844723  40.8131765 ],[-73.89934066  40.81348951],0.0
[-73.89844723  40.8131765 ],[-73.89934066  40.81348951],0.0
[-73.8922786  40.8685388],[-73.89127816  40.86801587],0.0
[-74.15000628  40.62243495],[-74.14898867  40.62419007],0.0
[-73.96398391  40.64908469],[-73.96335437  40.64933016],0.0
[-73.9845114   40.76079337],[-73.98483618  40.76011559],0.0
[-73.90572262  40.85899299],[-73.90486847  40.85869322],0.0
[-73.906115    40.85834402],[-73.90572262  40.85899299],0.0
[-73.92810932  40.70496394],[-73.92873773  40.70471695],0.0
[-73.83178442  40.69977859],[-73.8304718   40.69708221],0.0
[-73.92212733  40.85048463],[-73.92525399  40.84621322],0.0
[-73.87799009  40.88705036],[-73.87803562  40.88711832],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.89973112  40.83080601],[-73.89879391  40.83010465],0.0
[-73.97408391  40.59688294],[-73.97492696  40.59679354],0.0
[-73.99788286  40.64671853],[-73.99730043  40.64727202],0.0
[-73.94332294  40.70807019],[-73.94163933  40.70823   ],0.0
[-73.99918496  40.73924284],[-73.99634237  40.73804523],0.0
[-73.94073812  40.72597287],[-73.94032257  40.72345385],0.0
[-73.86571445  40.6844392 ],[-73.86550599  40.68346801],0.0
[-73.90557924  40.74539136],[-73.90448753  40.74511985],0.0
[-73.98877932  40.7339654 ],[-73.9871805   40.73329215],0.0
[-73.78905037  40.85198415],[-73.78991689  40.85320518],0.0
[-73.95759527  40.62559747],[-73.95853833  40.62549418],0.0
[-73.82116405  40.75968608],[-73.82063593  40.75887227],0.0
[-73.87244735  40.84134427],[-73.87280725  40.84086864],0.0
[-73.9886129   40.73132258],[-73.99021191  40.73199633],0.0
[-73.9046739   40.85110082],[-73.90562193  40.84992547],0.0
[-73.87388554  40.73081468],[-73.87161662  40.73149499],0.0
[-73.91512979  40.86009195],[-73.91987762  40.85347492],0.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],0.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],0.0
[-73.9877686   40.72123432],[-73.98835358  40.72007728],0.0
[-74.00332255  40.74981806],[-74.00278527  40.74959232],0.0
[-73.85666445  40.75423777],[-73.85715508  40.75414368],0.0
[-73.92973156  40.8105114 ],[-73.92880617  40.80989909],0.0
[-73.91814786  40.82146962],[-73.91805422  40.82144499],0.0
[-73.8330147   40.67858886],[-73.83220564  40.67840821],0.0
[-73.9100184   40.81343215],[-73.91043308  40.81351638],0.0
[-73.90532656  40.8154705 ],[-73.90442612  40.81527211],0.0
[-73.98675137  40.71959285],[-73.98754195  40.71983236],0.0
[-73.82074545  40.82925947],[-73.82161056  40.82883619],0.0
[-74.00592053  40.65613869],[-74.00576288  40.65604197],0.0
[-73.88559238  40.84102449],[-73.88544959  40.84175154],0.0
[-73.9053343   40.77233776],[-73.90461753  40.7718337 ],0.0
[-73.85876325  40.75071697],[-73.85583496  40.75157727],0.0
[-73.8629707   40.75365676],[-73.86358198  40.75349068],0.0
[-73.80211146  40.71392573],[-73.80254374  40.71461073],0.0
[-73.90800395  40.67621226],[-73.90286756  40.67585949],0.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],0.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],0.0
[-73.87221856  40.75694322],[-73.87132396  40.75703634],0.0
[-73.98615534  40.68901798],[-73.98573937  40.68963131],0.0
[-73.9504458   40.68473476],[-73.95029938  40.68400141],0.0
[-73.90967118  40.87458877],[-73.90973487  40.87463814],0.0
[-73.85629107  40.81355448],[-73.85553838  40.81365421],0.0
[-73.77480513  40.76322442],[-73.77575232  40.76312943],0.0
[-73.93332349  40.58594554],[-73.93300081  40.58418229],0.0
[-73.8837898   40.84678215],[-73.88311983  40.84822109],0.0
[-73.8837898   40.84678215],[-73.88311983  40.84822109],0.0
[-73.88464898  40.83917463],[-73.88596418  40.83676946],0.0
[-73.82960698  40.69732846],[-73.82857672  40.69761921],0.0
[-73.9469587   40.69864081],[-73.94679606  40.69790282],0.0
[-73.86690387  40.75436252],[-73.86626655  40.75277944],0.0
[-73.90998668  40.65920279],[-73.90906605  40.65933872],0.0
[-73.94296619  40.70588844],[-73.94285014  40.70518203],0.0
[-73.79095392  40.69252623],[-73.79213031  40.69411639],0.0
[-74.000435    40.72879461],[-74.00133774  40.72772246],0.0
[-73.90612812  40.67858824],[-73.90629472  40.67931071],0.0
[-73.75926065  40.59476697],[-73.75865058  40.59366229],0.0
[-73.95979763  40.71388713],[-73.95834208  40.7133063 ],0.0
[-73.83339351  40.76842656],[-73.83301456  40.76749968],0.0
[-73.76072961  40.68509838],[-73.76180644  40.68486363],0.0
[-73.98797057  40.72391488],[-73.98843048  40.72325984],0.0
[-73.96243963  40.7614433 ],[-73.96106754  40.76085809],0.0
[-73.83030653  40.57969058],[-73.81278688  40.5840332 ],0.0
[-73.96342391  40.76185859],[-73.96243963  40.7614433 ],0.0
[-73.92809818  40.63985662],[-73.92834753  40.64219749],0.0
[-73.95831927  40.71728041],[-73.95891391  40.71672791],0.0
[-73.92563786  40.80937983],[-73.92473858  40.80898984],0.0
[-73.99394826  40.75152222],[-73.99484364  40.75029331],0.0
[-74.10811316  40.63025608],[-74.10838745  40.63173348],0.0
[-73.96448233  40.80737615],[-73.9642828   40.80729303],0.0
[-73.92563786  40.80937983],[-73.92473858  40.80898984],0.0
[-73.76110267  40.69199425],[-73.76079374  40.69134893],0.0
[-73.94010646  40.793817  ],[-73.93962997  40.7944671 ],0.0
[-73.90888285  40.63835083],[-73.90816897  40.63881409],0.0
[-73.95448438  40.8207268 ],[-73.95174484  40.81957262],0.0
[-73.92509613  40.86141912],[-73.92479253  40.8615357 ],0.0
[-73.85300366  40.89999162],[-73.85429883  40.89844965],0.0
[-73.93602676  40.68789161],[-73.93310175  40.68823124],0.0
[-73.83420498  40.69493683],[-73.83342182  40.69339272],0.0
[-73.99280341  40.74291002],[-73.99232182  40.74356809],0.0
[-74.00396899  40.74286301],[-74.00112917  40.7416681 ],0.0
[-73.88394472  40.85866633],[-73.88538809  40.8594118 ],0.0
[-73.91779033  40.81610112],[-73.91764503  40.81606592],0.0
[-73.86474786  40.81676662],[-73.86570417  40.81662309],0.0
[-73.94627913  40.79224538],[-73.94467602  40.79156954],0.0
[-73.93845827  40.82633418],[-73.93935057  40.82589749],0.0
[-73.95960601  40.71808079],[-73.96102862  40.71896768],0.0
[-73.97127302  40.79027336],[-73.96985082  40.78967363],0.0
[-73.95310242  40.67179014],[-73.95033415  40.67163826],0.0
[-73.90905969  40.86385114],[-73.90848814  40.86534544],0.0
[-73.89270128  40.7061773 ],[-73.89359472  40.70595499],0.0
[-73.91409757  40.81230111],[-73.91608914  40.81296557],0.0
[-73.98645825  40.75671007],[-73.98929728  40.75790664],0.0
[-73.94998365  40.79882018],[-73.95064331  40.79909271],0.0
[-73.95619961  40.71111265],[-73.95753483  40.71160966],0.0
[-73.85770413  40.85271684],[-73.85689512  40.85307929],0.0
[-73.94732595  40.83088799],[-73.94712787  40.83080523],0.0
[-73.92631613  40.69192845],[-73.92556064  40.69149084],0.0
[-73.91587712  40.80368866],[-73.91545048  40.80426461],0.0
[-73.91587712  40.80368866],[-73.91545048  40.80426461],0.0
[-73.8828101   40.84627966],[-73.88347875  40.84549756],0.0
[-73.9383715   40.80307147],[-73.93791384  40.80369922],0.0
[-73.75557876  40.6997715 ],[-73.75618741  40.70112202],0.0
[-73.79943679  40.69305059],[-73.79974842  40.69334781],0.0
[-73.9120571  40.8350126],[-73.91059521  40.83750301],0.0
[-74.1054313  40.6215844],[-74.10403105  40.62224675],0.0
[-73.92372546  40.81197902],[-73.92327304  40.81259873],0.0
[-73.92372546  40.81197902],[-73.92327304  40.81259873],0.0
[-74.01473295  40.64775901],[-74.014149  40.648323],0.0
[-73.91334331  40.6571086 ],[-73.91402878  40.65700371],0.0
[-73.93673046  40.62249562],[-73.93663611  40.62240151],0.0
[-73.93052249  40.62565109],[-73.93077282  40.62798771],0.0
[-73.94775274  40.66100689],[-73.95064444  40.66082713],0.0
[-73.86251374  40.75144751],[-73.8622412   40.75092029],0.0
[-73.84776905  40.67466723],[-73.848436   40.6745767],0.0
[-73.9507889   40.72377142],[-73.95097755  40.72409738],0.0
[-73.83301456  40.76749968],[-73.83405972  40.76725638],0.0
[-73.93828508  40.79630148],[-73.93918825  40.7950719 ],0.0
[-73.95753483  40.71160966],[-73.95800371  40.71086409],0.0
[-74.13823765  40.63611842],[-74.1393186   40.63614286],0.0
[-74.13823765  40.63611842],[-74.1393186   40.63614286],0.0
[-74.13823765  40.63611842],[-74.1393186   40.63614286],0.0
[-74.13823765  40.63611842],[-74.1393186   40.63614286],0.0
[-73.98704399  40.7251913 ],[-73.98942914  40.72618746],0.0
[-73.92538538  40.81806541],[-73.92518487  40.81801267],0.0
[-73.97928008  40.72350534],[-73.97972661  40.7228906 ],0.0
[-73.99130942  40.71602305],[-73.99179626  40.71617004],0.0
[-74.00171005  40.64994002],[-73.99951527  40.64861151],0.0
[-73.99118404  40.72770559],[-73.98898482  40.72677888],0.0
[-73.89266585  40.85822511],[-73.89123653  40.85760607],0.0
[-73.91150379  40.65738218],[-73.91189774  40.6589185 ],0.0
[-73.9888689   40.74453293],[-73.99096833  40.74542089],0.0
[-74.00748241  40.74094191],[-74.00794009  40.74029708],0.0
[-74.08894826  40.6348217 ],[-74.08970378  40.6356825 ],0.0
[-73.95431851  40.800627  ],[-73.95245811  40.79984328],0.0
[-73.89169008  40.81593123],[-73.89180606  40.81636135],0.0
[-73.8810451   40.82843181],[-73.8804276   40.82578023],0.0
[-73.99032126  40.70710625],[-73.97262688  40.71358525],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.92109337  40.81247342],[-73.92214361  40.81290887],0.0
[-73.9525561   40.80152925],[-73.95070484  40.80074866],0.0
[-73.8288369   40.67769237],[-73.82759498  40.67750084],0.0
[-73.95025369  40.80136052],[-73.95070484  40.80074866],0.0
[-73.93702785  40.84231419],[-73.93658972  40.84291533],0.0
[-73.93702785  40.84231419],[-73.93658972  40.84291533],0.0
[-73.84379361  40.85713705],[-73.8391265   40.85627274],0.0
[-73.88690647  40.86722855],[-73.88769022  40.86795678],0.0
[-73.85705816  40.68957436],[-73.85751593  40.69083222],0.0
[-73.98510383  40.75940435],[-73.98747525  40.76040479],0.0
[-73.992079    40.75409112],[-73.99252856  40.75347391],0.0
[-73.992079    40.75409112],[-73.99252856  40.75347391],0.0
[-73.95183464  40.79041877],[-73.95274232  40.78916861],0.0
[-74.0217371   40.63168788],[-74.02202375  40.63098802],0.0
[-73.95684165  40.68699608],[-73.9595677   40.68668256],0.0
[-74.0217371   40.63168788],[-74.02202375  40.63098802],0.0
[-73.90969894  40.66562721],[-73.90930543  40.66409758],0.0
[-73.79158446  40.69849568],[-73.79079796  40.69881717],0.0
[-73.95253249  40.70498283],[-73.95190087  40.7044175 ],0.0
[-74.1477016   40.62885136],[-74.14752619  40.62938929],0.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],0.0
[-73.91880433  40.80826172],[-73.92239945  40.80978051],0.0
[-73.91730571  40.66870858],[-73.91665806  40.6661876 ],0.0
[-73.98413729  40.74334959],[-73.98400852  40.74329902],0.0
[-73.98193054  40.71945865],[-73.9828036  40.719723 ],0.0
[-73.9510585   40.63363511],[-73.9524642  40.6359233],0.0
[-73.85736282  40.89341144],[-73.860239    40.89435507],0.0
[-73.76605858  40.71323125],[-73.76604492  40.71332279],0.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],0.0
[-73.89256127  40.81499924],[-73.89126943  40.81435518],0.0
[-73.9136263   40.74480577],[-73.91416832  40.74441799],0.0
[-73.90788444  40.83366326],[-73.90869131  40.83393835],0.0
[-73.93864883  40.79155775],[-73.94103497  40.79254667],0.0
[-73.97689411  40.74028048],[-73.97625127  40.74002333],0.0
[-73.94432147  40.78805566],[-73.9447695  40.787442 ],0.0
[-73.88362829  40.85390908],[-73.88273285  40.85365066],0.0
[-73.87000174  40.82269782],[-73.87033501  40.82405907],0.0
[-73.98271969  40.67808793],[-73.98313455  40.67744149],0.0
[-73.99168502  40.75972892],[-73.99452593  40.76092704],0.0
[-73.93233016  40.71400996],[-73.93148255  40.71422175],0.0
[-73.9919403   40.60723604],[-73.99413742  40.60856432],0.0
[-73.93322594  40.67596828],[-73.93315347  40.67674512],0.0
[-73.92590027  40.77226209],[-73.92744327  40.77284479],0.0
[-73.90898885  40.70503175],[-73.90783624  40.70615996],0.0
[-73.85419163  40.83615083],[-73.8538715   40.83438503],0.0
[-73.85066008  40.67989161],[-73.84972606  40.67994839],0.0
[-73.92214153  40.8691478 ],[-73.92089663  40.86987702],0.0
[-73.85564769  40.9011985 ],[-73.85487741  40.90085163],0.0
[-73.91191812  40.84325789],[-73.91158073  40.84425252],0.0
[-73.84988441  40.87587504],[-73.85091896  40.87789344],0.0
