node1,node2,123risksum
[-73.92425891  40.61153239],[-73.92447121  40.61139235],3.0
[-73.91433099  40.80800657],[-73.91388448  40.80872277],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.77346815  40.6797195 ],[-73.77397751  40.67847631],1.0
[-73.93828508  40.79630148],[-73.93591227  40.79531184],3.0
[-74.16201324  40.58850507],[-74.16169482  40.58882152],1.0
[-73.93594824  40.83103361],[-73.93615522  40.83076097],2.0
[-73.93982496  40.7012088 ],[-73.94042058  40.7010766 ],1.0
[-73.88317489  40.66956281],[-73.8827818   40.66802582],4.0
[-73.88317489  40.66956281],[-73.8827818   40.66802582],4.0
[-73.8818838   40.86832084],[-73.88284356  40.86773623],3.0
[-73.90493386  40.86274957],[-73.90777484  40.85960952],3.0
[-73.99596085  40.57278774],[-73.99704433  40.57275055],2.0
[-73.83191034  40.75894908],[-73.8301396   40.75957045],1.0
[-73.93725705  40.79347431],[-73.93962997  40.7944671 ],2.0
[-73.88388843  40.83947887],[-73.88278756  40.84129518],2.0
[-73.9842174   40.63572607],[-73.98641959  40.63705627],3.0
[-73.88245058  40.74994028],[-73.8833802  40.7498451],2.0
[-73.85168334  40.83926111],[-73.85107438  40.83981119],3.0
[-74.00396899  40.74286301],[-74.00112917  40.7416681 ],2.0
[-73.90189202  40.66837967],[-73.9026264   40.66827343],2.0
[-73.90907452  40.81323307],[-73.90940372  40.81231436],2.0
[-73.90387033  40.83669474],[-73.9035372   40.83728874],2.0
[-73.85036895  40.82905234],[-73.85020133  40.82833183],2.0
[-73.92258672  40.63320856],[-73.92280347  40.63526735],2.0
[-73.84923125  40.86100916],[-73.84927528  40.85982417],2.0
[-73.90387266  40.84583381],[-73.90380404  40.84660178],4.0
[-73.86942313  40.67691223],[-73.86915054  40.67580256],5.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-74.08277224  40.62358798],[-74.08118745  40.62409154],2.0
[-73.90387266  40.84583381],[-73.90380404  40.84660178],4.0
[-73.83732165  40.88874196],[-73.83823108  40.89112658],2.0
[-73.93406195  40.80207692],[-73.93631005  40.80302374],2.0
[-73.99052862  40.71915973],[-73.99097422  40.71834793],2.0
[-73.98507342  40.71908329],[-73.98591092  40.71933897],4.0
[-73.85704938  40.73251243],[-73.85730927  40.73300411],3.0
[-74.09514545  40.64203165],[-74.09535677  40.64271644],2.0
[-73.82142872  40.81729159],[-73.82243137  40.81899224],3.0
[-73.9046739   40.85110082],[-73.90562193  40.84992547],6.0
[-73.76836693  40.66290212],[-73.76819832  40.66179984],1.0
[-73.94250291  40.63896442],[-73.94537272  40.63878696],3.0
[-73.95789394  40.64401556],[-73.95763645  40.6426895 ],2.0
[-73.83340984  40.71333171],[-73.83146096  40.71429802],2.0
[-73.80546094  40.67704839],[-73.80631437  40.67879425],3.0
[-73.79463486  40.68211026],[-73.7936954  40.6801867],2.0
[-73.86404739  40.7371631 ],[-73.86317295  40.73742209],3.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],5.0
[-73.86838106  40.6765306 ],[-73.86712599  40.67609542],5.0
[-73.90793653  40.67812078],[-73.90763881  40.67840717],2.0
[-73.99027621  40.75656757],[-73.99072636  40.75595041],2.0
[-73.89086623  40.84724163],[-73.89178408  40.84573541],8.0
[-73.87817403  40.75247067],[-73.87780232  40.7504319 ],2.0
[-73.95102806  40.68766649],[-73.95088315  40.68693252],3.0
[-74.00742     40.67522927],[-74.00709838  40.67590354],2.0
[-73.89232545  40.84985139],[-73.89178051  40.85076256],8.0
[-73.78600111  40.73954372],[-73.78652471  40.740624  ],3.0
[-73.96693585  40.67443341],[-73.96661255  40.67530181],2.0
[-73.94983715  40.60666677],[-73.94939862  40.60434348],2.0
[-73.87944714  40.75426667],[-73.87946298  40.75435402],3.0
[-73.91397535  40.84542943],[-73.91481778  40.84577954],2.0
[-73.96191714  40.8005434 ],[-73.9647593   40.80174161],3.0
[-73.89232545  40.84985139],[-73.89178051  40.85076256],8.0
[-73.8858907   40.66079322],[-73.88681373  40.66201382],3.0
[-73.94860468  40.78905509],[-73.94906308  40.78842954],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.81543472  40.58646012],[-73.81658725  40.58598421],2.0
[-73.8872897   40.87564913],[-73.88760491  40.8749554 ],3.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],1.0
[-73.90351391  40.86091751],[-73.90229298  40.8627176 ],6.0
[-73.83328051  40.88315711],[-73.83285821  40.88227197],3.0
[-73.86586465  40.82325999],[-73.86464561  40.82342171],1.0
[-73.90740201  40.83623228],[-73.90869131  40.83393835],3.0
[-73.91244326  40.68855374],[-73.91099605  40.69002784],3.0
[-73.91075317  40.678277  ],[-73.91086568  40.6784005 ],1.0
[-73.88648314  40.81450332],[-73.88650013  40.8151028 ],2.0
[-73.91764395  40.84772946],[-73.91614188  40.84887809],2.0
[-73.95986103  40.65563479],[-73.95969666  40.65483921],3.0
[-73.87184096  40.74890558],[-73.87223605  40.75106295],1.0
[-73.90579323  40.87941852],[-73.90670235  40.87813347],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.89407259  40.85071319],[-73.89494628  40.84910485],2.0
[-73.99066626  40.69249718],[-73.98947239  40.69229549],3.0
[-73.8838201   40.85149929],[-73.88328122  40.85256371],2.0
[-73.98163135  40.7244914 ],[-73.9812113  40.7250728],4.0
[-73.8568079   40.88830337],[-73.85968349  40.88922274],5.0
[-73.9746795   40.75911349],[-73.97513406  40.75848715],3.0
[-73.91880433  40.80826172],[-73.92239945  40.80978051],2.0
[-73.9348609   40.69402153],[-73.93514062  40.69473816],1.0
[-73.8237708   40.86900991],[-73.82608249  40.86942111],3.0
[-73.90343501  40.83221638],[-73.90503038  40.83273812],2.0
[-73.94723845  40.82175399],[-73.94607829  40.82126322],3.0
[-73.92524623  40.613119  ],[-73.92539546  40.61454056],3.0
[-73.97312638  40.68962189],[-73.97268746  40.68741519],3.0
[-74.12168513  40.63209103],[-74.12279392  40.63196443],2.0
[-73.98905157  40.73072306],[-73.9886129   40.73132258],1.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.88611055  40.83480535],[-73.88525225  40.83451253],2.0
[-73.93779111  40.69668934],[-73.93522264  40.69698654],2.0
[-73.90753953  40.66436489],[-73.90930543  40.66409758],2.0
[-73.88250643  40.66646918],[-73.8827818   40.66802582],3.0
[-73.89996178  40.86235028],[-73.89964262  40.86221044],2.0
[-73.93591227  40.79531184],[-73.93636093  40.79469761],2.0
[-73.92940353  40.66419985],[-73.93153907  40.6643429 ],2.0
[-73.81936129  40.88727253],[-73.81861783  40.88771518],2.0
[-73.94724809  40.70010491],[-73.94710521  40.69937356],2.0
[-73.9026264   40.66827343],[-73.90223184  40.66673622],2.0
[-74.15000628  40.62243495],[-74.14898867  40.62419007],2.0
[-73.90733679  40.67150581],[-73.90699844  40.67024117],3.0
[-73.94219451  40.81718147],[-73.94237899  40.81725927],2.0
[-73.88776506  40.83736998],[-73.88681887  40.83706536],2.0
[-73.78551166  40.58985223],[-73.78570794  40.59208322],3.0
[-74.0410675   40.60782834],[-74.02584546  40.67562386],3.0
[-73.96414666  40.65399497],[-73.96188086  40.65488119],2.0
[-73.81152857  40.70227287],[-73.81083217  40.7021451 ],3.0
[-73.94101601  40.67560976],[-73.94094418  40.67638897],2.0
[-73.89400512  40.85638605],[-73.89262982  40.85582307],1.0
[-73.9850497   40.75857363],[-73.98225529  40.75738736],2.0
[-73.81500876  40.66453693],[-73.81523453  40.66379131],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],1.0
[-73.89347398  40.84286199],[-73.89250281  40.84228652],3.0
[-73.8895133   40.84052533],[-73.88878464  40.8401034 ],2.0
[-73.89112403  40.84541001],[-73.89009518  40.84490153],9.0
[-73.97797699  40.72528822],[-73.97559323  40.72428353],10.0
[-73.93346631  40.79866232],[-73.93264632  40.79978374],3.0
[-73.89972589  40.88651489],[-73.89990426  40.88655972],2.0
[-73.87049187  40.86795083],[-73.87045509  40.86663287],1.0
[-73.87218592  40.68365131],[-73.87158502  40.68175598],2.0
[-73.88893624  40.83179812],[-73.88979109  40.83209044],3.0
[-74.01698778  40.62145382],[-74.01478487  40.6201248 ],3.0
[-73.9383652   40.70154489],[-73.93646092  40.70064388],3.0
[-73.91373612  40.65864542],[-73.91413058  40.66018144],2.0
[-73.93202199  40.75378647],[-73.9329099  40.7526932],3.0
[-73.93908325  40.75748609],[-73.94002203  40.75780891],3.0
[-74.1178285  40.5733293],[-74.11668293  40.57415898],2.0
[-73.89666162  40.84352461],[-73.89537836  40.84293878],9.0
[-73.89763331  40.66741868],[-73.89670365  40.66755444],2.0
[-73.99957833  40.71179225],[-73.99900728  40.71124834],10.0
[-73.89726201  40.85657752],[-73.89636315  40.85837532],4.0
[-73.89912145  40.82569692],[-73.8997992   40.82405794],4.0
[-73.98098333  40.69355662],[-73.98011299  40.69352388],3.0
[-73.90953428  40.84306282],[-73.90862495  40.84301716],2.0
[-73.8615424   40.86615362],[-73.86150247  40.86755143],3.0
[-73.90759426  40.75322228],[-73.91023125  40.75297652],2.0
[-73.92299565  40.76084935],[-73.92378849  40.76122609],5.0
[-73.863816    40.68767926],[-73.86425321  40.68958745],4.0
[-73.863816    40.68767926],[-73.86425321  40.68958745],4.0
[-73.90107967  40.86275638],[-73.90028368  40.86247184],8.0
[-73.87160072  40.68569532],[-73.87070457  40.68591841],2.0
[-73.86776945  40.85241344],[-73.86872263  40.85242385],2.0
[-73.92503027  40.73995488],[-73.92466424  40.74180007],1.0
[-73.98296414  40.72267132],[-73.9825245   40.72327798],10.0
[-73.81543472  40.58646012],[-73.81658725  40.58598421],3.0
[-73.78867148  40.7092088 ],[-73.78672551  40.70990133],1.0
[-73.78736388  40.76375978],[-73.78580194  40.76291433],5.0
[-73.78736388  40.76375978],[-73.78580194  40.76291433],5.0
[-73.9529592  40.6552493],[-73.95006665  40.655423  ],2.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],2.0
[-73.75335639  40.6022738 ],[-73.75284973  40.6042599 ],3.0
[-73.97451593  40.74911701],[-73.97314594  40.74853972],5.0
[-73.97451593  40.74911701],[-73.97314594  40.74853972],5.0
[-73.91938042  40.82271235],[-73.92040164  40.82206122],2.0
[-73.92005858  40.82266929],[-73.92307213  40.82362391],3.0
[-73.91911867  40.64076585],[-73.91955577  40.64118496],2.0
[-74.00811636  40.64377629],[-74.00591235  40.64244497],3.0
[-73.92988765  40.68709941],[-73.92696698  40.68743782],2.0
[-73.89689338  40.82099874],[-73.89697014  40.82040757],4.0
[-73.84086004  40.87413724],[-73.83995915  40.87241369],3.0
[-73.92644992  40.69200177],[-73.92707069  40.69234622],2.0
[-73.79748122  40.69600213],[-73.7985464   40.69746653],1.0
[-74.00142451  40.7199372 ],[-74.00188406  40.71939757],2.0
[-73.9463557   40.80643391],[-73.94478208  40.80576126],2.0
[-73.9021459   40.87250237],[-73.90174775  40.87367519],2.0
[-73.85340275  40.8921323 ],[-73.85182948  40.89162978],2.0
[-74.00403068  40.7255125 ],[-74.00455193  40.72555882],2.0
[-73.92543636  40.67988839],[-73.92534082  40.67939281],2.0
[-73.95839572  40.68079779],[-73.96142366  40.6814347 ],3.0
[-74.17358785  40.55969843],[-74.17599915  40.55524964],2.0
[-73.89980154  40.86599874],[-73.90118251  40.86418292],6.0
[-73.89980154  40.86599874],[-73.90118251  40.86418292],6.0
[-73.91756141  40.61305502],[-73.91680665  40.61353802],2.0
[-73.81195528  40.76486772],[-73.81099349  40.76470474],2.0
[-73.86917477  40.73413586],[-73.86685057  40.73482082],2.0
[-73.87922942  40.87367185],[-73.87863273  40.87305901],1.0
[-73.95859677  40.6206081 ],[-73.95904655  40.62299946],3.0
[-73.92974999  40.68636602],[-73.92959058  40.68563505],3.0
[-73.964135    40.71807037],[-73.96285073  40.71727116],1.0
[-73.88019001  40.65901104],[-73.88100157  40.65866381],4.0
[-73.92810824  40.83099682],[-73.92857189  40.83014395],2.0
[-73.9562589   40.81338943],[-73.9571693   40.81440312],3.0
[-73.97928008  40.72350534],[-73.97885851  40.72408181],8.0
[-73.99778509  40.72423489],[-73.99881172  40.72302141],4.0
[-73.99778509  40.72423489],[-73.99881172  40.72302141],4.0
[-73.86433941  40.73374256],[-73.86342394  40.73195063],2.0
[-73.8761789   40.77161628],[-73.8761273   40.77142079],2.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],4.0
[-73.91921363  40.83767366],[-73.91969685  40.8378738 ],4.0
[-73.9082976   40.84681249],[-73.90738884  40.84678239],2.0
[-73.8828191   40.86987155],[-73.88470894  40.86870472],3.0
[-73.95814069  40.6475034 ],[-73.95810672  40.64651801],2.0
[-73.95814069  40.6475034 ],[-73.95810672  40.64651801],2.0
[-73.92747922  40.82111133],[-73.92809349  40.82194611],2.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],8.0
[-73.83621608  40.70603675],[-73.83650557  40.70671125],2.0
[-73.88778551  40.65768315],[-73.88458195  40.65906133],4.0
[-73.86447908  40.7310893 ],[-73.86259794  40.73041596],2.0
[-73.93372501  40.67073377],[-73.93648952  40.67088564],3.0
[-73.92418482  40.69290124],[-73.92443918  40.69304114],2.0
[-73.94385968  40.78868621],[-73.94339598  40.78930878],2.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],2.0
[-73.89742154  40.67034709],[-73.89710031  40.66909294],2.0
[-73.93741853  40.80437468],[-73.93889373  40.80499538],2.0
[-73.99431554  40.57557399],[-73.99382751  40.5730129 ],2.0
[-73.96477853  40.68303972],[-73.96586472  40.68326723],2.0
[-73.82240033  40.82378637],[-73.81926155  40.82229064],5.0
[-73.82240033  40.82378637],[-73.81926155  40.82229064],5.0
[-73.87266967  40.7549868 ],[-73.87271067  40.75506352],2.0
[-73.87267313  40.67790021],[-73.87250636  40.67781991],3.0
[-73.81893409  40.69589803],[-73.81888127  40.69579082],3.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-73.87103712  40.82705271],[-73.87153275  40.82918168],3.0
[-73.93864732  40.61909725],[-73.93888808  40.62033576],4.0
[-73.93864732  40.61909725],[-73.93888808  40.62033576],4.0
[-73.82933646  40.689004  ],[-73.82835621  40.68700281],2.0
[-74.19435635  40.60111478],[-74.19098299  40.60222502],2.0
[-73.9200003   40.86338242],[-73.92061203  40.86311393],2.0
[-74.16099268  40.61086642],[-74.16042685  40.61257381],2.0
[-73.99156301  40.74970592],[-73.98871405  40.74851327],2.0
[-73.98765151  40.61479978],[-73.98823407  40.61424142],4.0
[-74.1306922  40.6283369],[-74.13033008  40.62938434],1.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.90235539  40.6476896 ],[-73.90181057  40.64718504],1.0
[-73.97659269  40.68718454],[-73.97709802  40.68977293],1.0
[-73.93970119  40.80703488],[-73.94131742  40.80771335],3.0
[-73.81922459  40.67613341],[-73.81964099  40.67700012],2.0
[-73.8841217   40.66576074],[-73.88266944  40.66379795],2.0
[-73.93705117  40.80754497],[-73.93556209  40.80691711],2.0
[-73.8841217   40.66576074],[-73.88266944  40.66379795],2.0
[-73.88480394  40.66932124],[-73.88441121  40.66778496],1.0
[-74.00183154  40.71830881],[-74.00235558  40.7176874 ],2.0
[-73.95115829  40.68047861],[-73.94955689  40.6803904 ],5.0
[-74.00526217  40.70892071],[-74.0048166   40.70839029],2.0
[-73.97558819  40.59671921],[-73.9750394   40.59678003],2.0
[-73.9906222   40.75099175],[-73.98793688  40.74985497],2.0
[-73.94296619  40.70588844],[-73.94285014  40.70518203],1.0
[-73.99239096  40.72491707],[-73.9922668   40.72488316],5.0
[-73.96218574  40.6497888 ],[-73.96100797  40.6500826 ],5.0
[-73.93139117  40.65168961],[-73.93038144  40.65173405],3.0
[-73.96218574  40.6497888 ],[-73.96100797  40.6500826 ],5.0
[-73.99217242  40.71177608],[-73.99197675  40.71091127],4.0
[-73.99217242  40.71177608],[-73.99197675  40.71091127],4.0
[-73.93902464  40.84394211],[-73.94079409  40.84468643],1.0
[-73.98586697  40.71569636],[-73.98672138  40.71595225],5.0
[-74.00260002  40.71990343],[-74.00188406  40.71939757],3.0
[-73.945539    40.80779669],[-73.9482335   40.80893303],3.0
[-74.007636    40.65448394],[-74.00709782  40.65499944],4.0
[-73.95341398  40.69489313],[-73.95385288  40.69709864],3.0
[-73.85629107  40.81355448],[-73.85553838  40.81365421],0.0
[-73.95781054  40.81126503],[-73.95733991  40.8119081 ],2.0
[-73.93975684  40.70476854],[-73.94061931  40.70467888],3.0
[-74.13549572  40.59370047],[-74.13544074  40.59381694],2.0
[-73.93570806  40.82517168],[-73.9362167   40.82539387],3.0
[-73.89796672  40.88403367],[-73.89849942  40.88434461],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.89716813  40.6392884 ],[-73.89599012  40.63822614],2.0
[-73.91174793  40.69045587],[-73.91319385  40.68898008],1.0
[-73.99094484  40.73397769],[-73.99111355  40.73321392],3.0
[-73.91239511  40.8309363 ],[-73.91312359  40.82970014],2.0
[-73.91518091  40.82167009],[-73.91691503  40.82220238],3.0
[-73.98729806  40.7446815 ],[-73.98774684  40.74406553],2.0
[-73.92121314  40.86769278],[-73.92061166  40.86675959],1.0
[-73.92687134  40.77977201],[-73.95651384  40.75784213],3.0
[-73.99538417  40.72501593],[-73.99527644  40.72514924],5.0
[-73.95115829  40.68047861],[-73.94955689  40.6803904 ],5.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],3.0
[-73.93998242  40.80375273],[-73.94012021  40.80381142],3.0
[-73.76247897  40.71778561],[-73.76139877  40.7163437 ],1.0
[-73.93741853  40.80437468],[-73.93889373  40.80499538],2.0
[-73.82262954  40.79770848],[-73.82354074  40.79713112],3.0
[-73.98675137  40.71959285],[-73.98754195  40.71983236],5.0
[-73.98098333  40.69355662],[-73.98011299  40.69352388],2.0
[-73.8757471   40.75475529],[-73.87572998  40.75466051],3.0
[-73.90233038  40.82466651],[-73.90402481  40.8250726 ],5.0
[-73.8610351   40.82541629],[-73.86070079  40.82395104],2.0
[-73.90233038  40.82466651],[-73.90402481  40.8250726 ],5.0
[-73.87887144  40.67019411],[-73.87979296  40.67006094],2.0
[-73.9450143   40.70109139],[-73.94564493  40.70165514],2.0
[-73.80449235  40.67227876],[-73.80447933  40.67048689],2.0
[-73.81435586  40.76741566],[-73.81423006  40.76630931],2.0
[-73.89009518  40.84490153],[-73.88901705  40.8443697 ],2.0
[-73.93808871  40.6980877 ],[-73.93795451  40.69742361],2.0
[-73.9040733   40.88238372],[-73.90256758  40.88383904],2.0
[-73.89036807  40.88246521],[-73.88858264  40.88271767],2.0
[-73.97631628  40.68250861],[-73.97656872  40.68282706],2.0
[-73.98354867  40.73426072],[-73.98435976  40.73460336],2.0
[-73.988936    40.61011581],[-73.99114036  40.61144714],2.0
[-73.8516846   40.83420105],[-73.8513801   40.83336755],3.0
[-73.76247897  40.71778561],[-73.76139877  40.7163437 ],1.0
[-73.90319077  40.66659158],[-73.90501491  40.66631914],2.0
[-73.92309286  40.84988555],[-73.92088116  40.85222854],2.0
[-73.92309286  40.84988555],[-73.92088116  40.85222854],2.0
[-73.90493386  40.86274957],[-73.90777484  40.85960952],2.0
[-73.84478857  40.72016435],[-73.84507843  40.719708  ],2.0
[-73.96466409  40.79678676],[-73.96517164  40.79608634],2.0
[-73.93172872  40.70354599],[-73.93279149  40.70243098],3.0
[-73.95359889  40.61094987],[-73.95408291  40.61350708],3.0
[-73.90479078  40.66925399],[-73.90570781  40.66911612],3.0
[-73.9236438   40.69039884],[-73.92429213  40.69077336],2.0
[-74.01146084  40.73302841],[-74.0038256   40.76013314],2.0
[-73.88333399  40.67841502],[-73.88353796  40.6792487 ],1.0
[-73.87134561  40.8365566 ],[-73.87166456  40.83793189],3.0
[-73.96334865  40.63551807],[-73.96285501  40.6357541 ],2.0
[-73.94565988  40.81278651],[-73.94517824  40.81341896],1.0
[-73.91137547  40.80171786],[-73.9127467   40.80231146],1.0
[-73.97326705  40.58438196],[-73.97308506  40.58342983],2.0
[-73.75671775  40.60212928],[-73.75770428  40.6021974 ],3.0
[-73.83039181  40.65386148],[-73.82810113  40.65420191],1.0
[-73.73402157  40.65040973],[-73.73397477  40.65152267],3.0
[-73.8843193   40.81720993],[-73.88372392  40.81491983],2.0
[-73.7592126   40.71486047],[-73.75825859  40.71353049],2.0
[-73.84790388  40.88629598],[-73.84836417  40.88561021],2.0
[-73.81993922  40.68939369],[-73.8193326   40.68811344],2.0
[-73.8215952   40.86844664],[-73.82156892  40.86847347],2.0
[-73.95476763  40.63962445],[-73.95563821  40.64050393],2.0
[-73.94717576  40.79679715],[-73.94569537  40.79617338],2.0
[-73.75426212  40.59731629],[-73.75399593  40.59521819],2.0
[-73.98618913  40.58627566],[-73.98577637  40.58666737],1.0
[-74.16239557  40.63653825],[-74.16242581  40.63526764],1.0
[-73.93807553  40.67543788],[-73.93700143  40.67538226],2.0
[-73.7482931   40.70317765],[-73.74768318  40.70182648],1.0
[-73.93741853  40.80437468],[-73.93889373  40.80499538],3.0
[-73.94964523  40.8069997 ],[-73.95011786  40.80637946],3.0
[-73.84991857  40.81884013],[-73.85109235  40.81861664],2.0
[-73.92012766  40.66112257],[-73.92193009  40.6627446 ],2.0
[-73.82987471  40.71394127],[-73.82707853  40.71277052],1.0
[-73.80020147  40.70334129],[-73.79991982  40.70247355],1.0
[-73.99960961  40.72342265],[-73.99858533  40.72463235],3.0
[-73.93494854  40.59442855],[-73.93536881  40.59654155],3.0
[-73.88684295  40.84329792],[-73.88792005  40.8438298 ],2.0
[-73.9253296   40.70048119],[-73.92608302  40.70091014],3.0
[-73.81475858  40.73791774],[-73.81461951  40.73714224],2.0
[-73.96327833  40.57721254],[-73.9641909   40.57701786],2.0
[-74.0108336   40.71692527],[-74.0092054   40.71618795],3.0
[-73.80020147  40.70334129],[-73.80111007  40.70484755],5.0
[-73.93814395  40.67544142],[-73.9388415   40.67549215],2.0
[-74.00181131  40.74582636],[-74.00226476  40.74520685],2.0
[-73.99852327  40.71978515],[-73.99923467  40.71891357],2.0
[-73.99482296  40.59976449],[-73.99305112  40.60147643],4.0
[-73.99482296  40.59976449],[-73.99305112  40.60147643],4.0
[-73.9871527   40.75039244],[-73.98407636  40.74910212],2.0
[-74.01318764  40.70404272],[-74.01326979  40.7045535 ],2.0
[-73.9911101   40.75031907],[-73.98823761  40.74913017],4.0
[-73.94444083  40.63950926],[-73.94454971  40.64022574],2.0
[-73.9563654   40.63118569],[-73.95547018  40.6314227 ],3.0
[-73.88630735  40.63085254],[-73.88591551  40.6311023 ],1.0
[-73.90470962  40.88055419],[-73.90529578  40.87986582],1.0
[-73.86070112  40.88124922],[-73.86351118  40.88214357],2.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],2.0
[-73.88360709  40.76151101],[-73.88394094  40.76334655],2.0
[-74.01096714  40.716303  ],[-74.00923907  40.71552017],3.0
[-74.1652373   40.55308014],[-74.16478769  40.55093667],3.0
[-73.9436193   40.81527268],[-73.94092768  40.81413639],2.0
[-73.95303368  40.78012546],[-73.95257422  40.78075303],1.0
[-73.9039997   40.81651436],[-73.90357902  40.81757535],3.0
[-73.93741853  40.80437468],[-73.93581613  40.8036999 ],6.0
[-73.9911101   40.75031907],[-73.98823761  40.74913017],4.0
[-73.91764503  40.81606592],[-73.91677118  40.81569883],3.0
[-73.9764497   40.62700825],[-73.97623454  40.62597635],2.0
[-73.89105317  40.70381641],[-73.89122372  40.70400946],4.0
[-73.89105317  40.70381641],[-73.89122372  40.70400946],4.0
[-73.91330685  40.8871005 ],[-73.91580832  40.88735647],3.0
[-73.91730571  40.66870858],[-73.91634919  40.66885119],3.0
[-73.87027543  40.68767357],[-73.87094762  40.69050204],1.0
[-73.93032511  40.68929726],[-73.93017997  40.68856514],3.0
[-73.88790878  40.87231388],[-73.88673777  40.87464261],2.0
[-73.99075397  40.73483915],[-73.99171499  40.7352153 ],2.0
[-73.97720027  40.75853793],[-73.97844981  40.75906501],3.0
[-73.94784679  40.79876554],[-73.94831125  40.79812922],6.0
[-73.86122101  40.83552381],[-73.86103296  40.83648995],2.0
[-73.91487246  40.67053223],[-73.91685973  40.67070855],3.0
[-73.80020147  40.70334129],[-73.80111007  40.70484755],5.0
[-73.89367393  40.71243002],[-73.88877304  40.71228018],2.0
[-73.84589461  40.72056709],[-73.84696438  40.72095891],2.0
[-74.1477016   40.62885136],[-74.14752619  40.62938929],3.0
[-73.98362158  40.74972377],[-73.98202465  40.74904954],1.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],3.0
[-73.94431629  40.83463503],[-73.94477983  40.83401799],1.0
[-74.00752284  40.73285236],[-74.00640708  40.73305394],3.0
[-73.95102806  40.68766649],[-73.95468419  40.68724485],3.0
[-73.91229257  40.6604554 ],[-73.91189774  40.6589185 ],3.0
[-73.89001341  40.75507081],[-73.89040318  40.75719278],2.0
[-73.99263301  40.75842969],[-73.98979085  40.75723313],2.0
[-73.86856025  40.65767604],[-73.86863124  40.65778517],2.0
[-73.98640437  40.75580803],[-73.98610666  40.75656073],2.0
[-73.95056231  40.80068811],[-73.95102358  40.80005854],2.0
[-73.92404933  40.69821408],[-73.92516276  40.69810227],3.0
[-73.98990296  40.73443479],[-73.99075397  40.73483915],5.0
[-73.98924342  40.75289546],[-73.98878655  40.75351678],3.0
[-73.93514017  40.84231167],[-73.93658972  40.84291533],2.0
[-73.95525061  40.71814033],[-73.95653563  40.71894115],2.0
[-73.76819335  40.70616061],[-73.76877991  40.70823617],2.0
[-73.92810932  40.70496394],[-73.92873773  40.70471695],1.0
[-73.92946042  40.66602181],[-73.93138144  40.6661258 ],3.0
[-74.1416283   40.63505979],[-74.14213859  40.63364367],1.0
[-74.21169356  40.55113245],[-74.21147398  40.55054289],2.0
[-73.9195948   40.66199568],[-73.91973129  40.66212335],2.0
[-73.90644856  40.85347421],[-73.90472622  40.85537039],1.0
[-73.77634073  40.6798974 ],[-73.77547502  40.68018158],2.0
[-73.91730571  40.66870858],[-73.91826117  40.66856981],2.0
[-74.00133774  40.72772246],[-74.00143689  40.72760348],2.0
[-73.90388454  40.66938735],[-73.90357323  40.66812753],2.0
[-73.92538015  40.76196969],[-73.92724677  40.75967092],3.0
[-74.0058505   40.71167769],[-74.00647921  40.71123006],2.0
[-73.83395873  40.75718344],[-73.8340737  40.7575568],4.0
[-73.95318576  40.8176004 ],[-73.95529481  40.81848022],2.0
[-73.91954495  40.81655511],[-73.92275882  40.81738829],2.0
[-73.89431208  40.6815657 ],[-73.89325304  40.68206726],2.0
[-73.98494551  40.73234967],[-73.98444066  40.73303326],5.0
[-73.83395873  40.75718344],[-73.8340737  40.7575568],4.0
[-74.00198508  40.75578125],[-74.00355324  40.75644519],5.0
[-73.91707679  40.77347493],[-73.91454791  40.77554763],3.0
[-73.94553727  40.66344858],[-73.94561371  40.66267567],1.0
[-73.9258757   40.61901281],[-73.92687895  40.61894982],3.0
[-73.96549624  40.82431684],[-74.00338488  40.76072887],1.0
[-73.99032126  40.70710625],[-73.97262688  40.71358525],3.0
[-73.86712101  40.83673963],[-73.86726414  40.83750352],1.0
[-73.99079542  40.61852356],[-73.99018174  40.61913136],3.0
[-73.95412514  40.64668753],[-73.95268288  40.64674408],3.0
[-73.93121322  40.66782448],[-73.9284424   40.66767221],3.0
[-73.9118432   40.85144534],[-73.91077673  40.85193876],2.0
[-73.9979305   40.71815869],[-73.99858926  40.71709951],3.0
[-73.89580515  40.66768832],[-73.89540927  40.66615311],2.0
[-73.98957566  40.74154808],[-73.98931843  40.74191394],3.0
